Name	W1	W1_err	W2	W2_err	W3	W3_err	W4	W4_err	Point/Extended
NGC1125	0.022014903	0.000466359	0.022698653	0.000397218	0.135613496	0.001748665	0.699458733	0.010307605	Point
NGC1194	0.056430874	0.000311849	0.083176392	0.00045965	0.195840682	0.001082256	0.442549747	0.003260827	Extended
NGC1365	0.953052398	0.005266762	0.723769165	0.003999696	3.735105837	0.020640958	11.38576188	0.083893394	Extended
NGC2110	0.259129453	0.001432002	0.230568555	0.001274169	0.377661673	0.002087036	0.837070616	0.005396794	Extended
NGC235A	0.03047311	0.000168401	0.029000139	0.000160261	0.084159455	0.000465082	0.275652602	0.001777198	Extended
NGC2655	0.448659407	0.002479384	0.256330377	0.001416534	0.21832472	0.002211929	0.253490739	0.007004208	Extended
NGC2885	0.023416219	0.000129403	0.015834344	8.75E-05	0.024928888	0.000229604	0.049018735	0.001173846	Extended
NGC2992	0.128326627	0.000709159	0.08904306	0.00049207	0.31383611	0.001734322	0.919521942	0.005928377	Extended
NGC3035	0.036738107	0.000203022	0.024911511	0.00016061	0.065448984	0.000482246	0.116402443	0.002037002	Extended
NGC3079	0.508062076	0.002339712	0.353508676	0.001627968	1.792680574	0.009906719	2.964572644	0.021843778	Extended
NGC3081	0.090514213	0.0005002	0.067235723	0.000371558	0.294783324	0.001629033	0.97985564	0.006317363	Extended
NGC3227	0.306419767	0.001693338	0.228034248	0.001680218	0.750071929	0.004145051	1.867076431	0.013757128	Extended
NGC3281	0.190685108	0.001053765	0.22761458	0.001257845	0.689767793	0.003811798	2.238525762	0.014432309	Extended
NGC3393	0.083083882	0.000459138	0.052820204	0.000340544	0.167302686	0.001232732	0.669826148	0.004935461	Extended
NGC3431	0.026128638	0.000144392	0.020854514	0.000115246	0.055297171	0.000356514	0.12065966	0.002778291	Extended
NGC3516	0.153291043	0.000847118	0.147231276	0.00081363	0.294240813	0.001626035	0.761310986	0.004908353	Extended
NGC3718	0.245876362	0.001585223	0.138165648	0.001018042	0.100809837	0.001114191	0.076482504	0.006973856	Extended
NGC3783	0.214939769	0.000989834	0.242326035	0.001339143	0.716313131	0.003958493	2.124037093	0.013694173	Extended
NGC3786	0.056795873	0.000313866	0.038229628	0.000211265	0.114262287	0.000736676	0.241413803	0.003335255	Extended
NGC4051	0.292898251	0.001618616	0.246603977	0.001589915	1.075233811	0.010893596	2.034052213	0.026228038	Extended
NGC4102	0.319092633	0.001469476	0.215774479	0.001192414	1.301076739	0.007190016	5.622922488	0.031073418	Extended
NGC4138	0.177957698	0.000983431	0.103944156	0.000574417	0.169942856	0.001095662	0.190354039	0.004207741	Extended
NGC4151	0.508530234	0.002810242	0.624022253	0.002873729	1.580166726	0.008732324	4.612773147	0.033988169	Extended
NGC4180	0.077040089	0.000425739	0.049659241	0.000274427	0.181594593	0.001003529	0.291314497	0.002683106	Extended
NGC4235	0.133633942	0.000738488	0.081959647	0.000452926	0.060409176	0.000667667	0.097535361	0.004851003	Extended
NGC424	0.191918472	0.000883817	0.296210246	0.001364099	0.66788688	0.003075733	1.22338203	0.006760659	Extended
NGC4388	0.234162194	0.001078357	0.196065001	0.001083495	0.687864525	0.00380128	2.500127153	0.02072432	Extended
NGC4507	0.148565093	0.000684168	0.184162023	0.000848097	0.567940595	0.003138556	1.45600242	0.009387195	Extended
NGC4619	0.039112608	0.000216144	0.025118869	0.000161947	0.088206972	0.000568691	0.111573767	0.001644212	Extended
NGC4748	0.043044412	0.000237872	0.03159367	0.000174593	0.090427997	0.000583011	0.263003844	0.002422355	Extended
NGC4939	0.127033065	0.001053016	0.077839507	0.000716928	0.245868512	0.002717439	0.445822617	0.006980503	Extended
NGC4941	0.162299349	0.000896899	0.099174513	0.000548059	0.201327413	0.001483435	0.431680168	0.00556629	Extended
NGC4992	0.029289825	0.000161862	0.031045601	0.000171564	0.055246264	0.000356186	0.103077078	0.001424062	Extended
NGC5033	0.506660186	0.003266559	0.312176406	0.002012676	1.195371542	0.008807823	1.641202224	0.022674047	Extended
NGC5106	0.02431738	0.000134383	0.020304864	0.000112209	0.083464715	0.000461243	0.130726037	0.001204031	Extended
NGC513	0.040617836	0.000187052	0.029241529	0.000161595	0.096627983	0.000533986	0.182121868	0.001341924	Extended
NGC5231	0.025912945	0.0001432	0.020342301	0.000112416	0.041409779	0.000266979	0.071905498	0.001125866	Extended
NGC5252	0.079198468	0.000437667	0.083253035	0.000460073	0.084237004	0.000465511	0.126812509	0.001635181	Extended
NGC526A	0.051370853	0.000283886	0.060701591	0.000279541	0.102212241	0.000564846	0.193892985	0.001250074	Extended
NGC5273	0.091183609	0.000587882	0.050909646	0.000328227	0.039875203	0.000624349	0.083553009	0.003616893	Extended
NGC5290	0.152305918	0.000701395	0.096917026	0.000535583	0.180261472	0.000996162	0.221392088	0.002854735	Extended
NGC5506	0.336292188	0.001548683	0.506290848	0.002331556	0.99335141	0.004574552	3.24460697	0.020918754	Extended
NGC5548	0.078255844	0.000360381	0.080984159	0.000447535	0.176320542	0.000974383	0.454948353	0.002514138	Extended
NGC5610	0.045532005	0.000251619	0.039554881	0.000218588	0.156423829	0.00086443	0.511872852	0.002828714	Extended
NGC5674	0.042180991	0.000233101	0.031564585	0.000174432	0.118768949	0.000656341	0.191408886	0.002291823	Extended
NGC5683	0.005930848	3.82E-05	0.005048938	3.26E-05	0.012915253	0.000130849	0.029673044	0.000765237	Extended
NGC5728	0.183618645	0.001014714	0.109345289	0.000604264	0.325014631	0.001796097	0.808280491	0.007444538	Extended
NGC5899	0.128208488	0.000708506	0.081733496	0.000451676	0.307257797	0.001697969	0.526698519	0.003395751	Extended
NGC5995	0.121427423	0.000559194	0.139572571	0.000642755	0.336281451	0.00185836	0.758511373	0.004191689	Extended
NGC6221	0.593631282	0.004374037	0.400313353	0.002949618	2.499786466	0.020721496	6.420400158	0.076874292	Extended
NGC6240	0.089108017	0.000492429	0.078995086	0.000436543	0.462064829	0.002553465	2.411915546	0.013328738	Extended
NGC6300	0.65995873	0.0054706	0.457088271	0.003367951	1.478777767	0.010896037	3.153276809	0.029042753	Extended
NGC6552	0.027410489	0.00012623	0.024322044	0.000134409	0.134617931	0.000619938	0.682907837	0.00440287	Extended
NGC6814	0.287023052	0.001586148	0.177500703	0.001144389	0.493745229	0.003638049	0.80753638	0.011900296	Extended
NGC6860	0.132286881	0.000609204	0.153744673	0.00070802	0.238507979	0.001318044	0.360713251	0.002657833	Extended
NGC7172	0.223417289	0.00123465	0.213206321	0.001178222	0.308960467	0.001707379	0.543953902	0.004509001	Extended
NGC7213	0.482966245	0.00266897	0.300330941	0.00165969	0.461214457	0.002973559	0.705930745	0.009752794	Extended
NGC7314	0.197841219	0.001093311	0.134648053	0.000744093	0.478523105	0.002644416	0.806050212	0.007423997	Extended
NGC7465	0.055146351	0.00030475	0.037844265	0.000209135	0.148150429	0.00081871	0.287317512	0.002646292	Extended
NGC7469	0.135867874	0.000750834	0.153320447	0.00084728	0.92194054	0.005094832	4.050998634	0.022386646	Extended
NGC7479	0.20545503	0.001135386	0.176685161	0.000976398	0.882882508	0.005692154	3.033626412	0.022352585	Extended
NGC7582	0.527614568	0.002915706	0.5109755	0.002823755	1.906790205	0.010537312	6.533743737	0.042124603	Extended
NGC7603	0.167000118	0.000769064	0.201372461	0.000927354	0.286485676	0.001583178	0.34226469	0.002521899	Extended
NGC7679	0.045031538	0.000248853	0.034578016	0.000191085	0.292349875	0.001615585	0.661244537	0.003654172	Extended
NGC788	0.077609838	0.000428888	0.063796974	0.000352555	0.143980246	0.000795664	0.353152347	0.003252653	Extended
NGC931	0.131074068	0.000603618	0.164740385	0.000758658	0.451963031	0.00249764	1.004528116	0.006476432	Extended
NGC985	0.039401865	0.000181452	0.05109755	0.000282375	0.145178703	0.000668573	0.354782424	0.0019606	Extended
PG2304+042	0.007071585	3.91E-05	0.006450599	4.16E-05	0.007514549	0.000124581	0.017634457	0.000990758	Extended
PICTORA	0.019512674	0.00039538	0.025989629	0.000454809	0.063723983	0.000880379	0.135631978	0.002873198	Point
PKS2331-240	0.011084517	6.13E-05	0.012846951	7.10E-05	0.019422401	0.00014311	0.036137832	0.000965241	Extended
SBS0915+556	0.006331648	0.000128297	0.008814549	0.000170488	0.029915958	0.000468411	0.08225496	0.002121269	Point
SBS1301+540	0.006491077	0.000137506	0.007021018	0.000122865	0.013424648	0.000234927	0.021675149	0.001137922	Point
SDSSJ104326.47+110524.2	0.002768961	6.12E-05	0.003388442	7.49E-05	0.009451547	0.00023504	0.026568198	0.001321392	Point
SWIFTJ212745.6+565636	null	null	null	null	null	null	null	null	null
UGC01479	0.027511659	0.000152035	0.017897818	0.000115391	0.055195403	0.000406695	0.13777236	0.001649609	Extended
UGC03142	0.031125532	0.000172006	0.029000139	0.000160261	0.089023141	0.000573953	0.165029695	0.002279969	Extended
UGC03478	0.060970082	0.000336933	0.05157035	0.000284988	0.121088504	0.00066916	0.266908311	0.001966653	Extended
UGC03601	0.012927566	7.14E-05	0.010232932	6.60E-05	0.026711785	0.00019682	0.055611178	0.001024396	Extended
UGC03995A	null	null	null	null	null	null	null	null	null
UGC05881	0.018076601	9.99E-05	0.013219045	7.31E-05	0.047326339	0.000305124	0.122338203	0.001352132	Extended
UGC06728	0.023524304	0.00013	0.021697019	0.000119902	0.037696663	0.000312479	0.070074837	0.001097202	Extended
UGC07064	0.030249401	0.000167164	0.026964978	0.000149014	0.106145824	0.000586584	0.26155444	0.001927204	Extended
UGC08327NED02	0.018600164	0.000102788	0.028602242	0.000158062	0.073706012	0.000407314	0.227385149	0.001466006	Extended
UGC10593	0.019315981	8.90E-05	0.019160202	0.000105883	0.037145218	0.000205272	0.086052224	0.000634056	Extended
UGC11185NED02	0.010090595	0.000157994	0.009808443	0.00016261	0.022988091	0.000359938	0.092888531	0.00196773	Point
UGC12237	0.013474628	7.45E-05	0.010864258	7.00E-05	0.028438253	0.000340504	0.103362284	0.002189604	Extended
UGC12282	0.084239694	0.000387938	0.048887753	0.000270164	0.093132854	0.000686228	0.15246217	0.004212685	Extended
UGC12741	0.015744062	8.70E-05	0.009745409	5.39E-05	0.020830654	0.000153486	0.043287459	0.001315684	Extended
UM614	0.007480261	4.13E-05	0.008271801	4.57E-05	0.015146173	0.000125551	0.038722385	0.000677628	Extended
VIIZw073	0.008951932	4.95E-05	0.009053158	5.00E-05	0.046291677	0.000255817	0.194250478	0.00143129	Extended
WKK1263	0.024497219	0.000157939	0.027415747	0.000176756	0.055297171	0.000407445	0.137518807	0.001266595	Extended
WKK4374	0.056587014	0.000625423	0.039737458	0.000292796	0.064610472	0.000714101	0.143602532	0.001719417	Extended
WKK4438	0.035149308	0.00025899	0.034324173	0.000189682	0.1025895	0.000566931	0.255130334	0.001644886	Extended
WKK6092	0.054040179	0.000398183	0.042579453	0.000313737	0.046591094	0.00042912	0.11834832	0.001744045	Extended
WKK6471	0.016036765	0.000132934	0.0152616	0.000168677	0.024138091	0.00022232	0.026203669	0.001206724	Extended
