#Name	cntr_01	dist_x	pang_x	ra_01	dec_01	designation	ra	dec	w1mpro	w1sigmpro	w1rchi2	w2mpro	w2sigmpro	w2rchi2	w3mpro	w3sigmpro	w3rchi2	w4mpro	w4sigmpro	w4rchi2	cc_flags	ext_flg	ph_qual	w1mag	w1sigm	w1flg	w1mcor	w2mag	w2sigm	w2flg	w2mcor	w3mag	w3sigm	w3flg	w3mcor	w4mag	w4sigm	w4flg	w4mcor	w1mag_1	w1sigm_1	w1flg_1	w2mag_1	w2sigm_1	w2flg_1	w3mag_1	w3sigm_1	w3flg_1	w4mag_1	w4sigm_1	w4flg_1	w1mag_2	w1sigm_2	w1flg_2	w2mag_2	w2sigm_2	w2flg_2	w3mag_2	w3sigm_2	w3flg_2	w4mag_2	w4sigm_2	w4flg_2	w1mag_3	w1sigm_3	w1flg_3	w2mag_3	w2sigm_3	w2flg_3	w3mag_3	w3sigm_3	w3flg_3	w4mag_3	w4sigm_3	w4flg_3	w1mag_4	w1sigm_4	w1flg_4	w2mag_4	w2sigm_4	w2flg_4	w3mag_4	w3sigm_4	w3flg_4	w4mag_4	w4sigm_4	w4flg_4	w1mag_5	w1sigm_5	w1flg_5	w2mag_5	w2sigm_5	w2flg_5	w3mag_5	w3sigm_5	w3flg_5	w4mag_5	w4sigm_5	w4flg_5	w1mag_6	w1sigm_6	w1flg_6	w2mag_6	w2sigm_6	w2flg_6	w3mag_6	w3sigm_6	w3flg_6	w4mag_6	w4sigm_6	w4flg_6	w1mag_7	w1sigm_7	w1flg_7	w2mag_7	w2sigm_7	w2flg_7	w3mag_7	w3sigm_7	w3flg_7	w4mag_7	w4sigm_7	w4flg_7	w1mag_8	w1sigm_8	w1flg_8	w2mag_8	w2sigm_8	w2flg_8	w3mag_8	w3sigm_8	w3flg_8	w4mag_8	w4sigm_8	w4flg_8	xscprox	w1rsemi	w1ba	w1pa	w1gmag	w1gerr	w1gflg	w2rsemi	w2ba	w2pa	w2gmag	w2gerr	w2gflg	w3rsemi	w3ba	w3pa	w3gmag	w3gerr	w3gflg	w4rsemi	w4ba	w4pa	w4gmag	w4gerr	w4gflg
ESO141-G055	86	0.427098	88.60908	290.30875	-58.670278	J192114.15-584012.9	290.3089781	-58.6702749	8.998	0.022	2.663	8.13	0.019	1.823	5.714	0.016	1.276	3.601	0.022	0.6858	0	4	AAAA	9.019	0.005	0	0.261	8.149	0.005	0	0.319	5.739	0.006	0	0.825	3.596	0.009	1	0.576	9.666	0.005	0	8.916	0.005	0	7.171	0.006	0	4.675	0.009	1	9.28	0.005	0	8.468	0.005	0	6.564	0.006	0	4.172	0.009	1	9.133	0.005	0	8.292	0.005	0	6.229	0.006	0	3.882	0.009	17	9.068	0.005	0	8.22	0.005	0	6.043	0.006	0	3.731	0.01	17	9.032	0.005	0	8.183	0.005	0	5.937	0.006	0	3.664	0.011	17	9.008	0.005	1	8.161	0.005	1	5.877	0.006	0	3.633	0.013	17	8.99	0.005	1	8.146	0.006	1	5.841	0.006	1	3.621	0.015	17	8.975	0.005	1	8.135	0.006	1	5.819	0.006	1	3.616	0.018	17	0.4	16.62	0.85	35	9.049	0.005	0	16.62	0.85	35	8.199	0.005	0	16.62	0.85	35	5.981	0.006	0	19.82	0.9	35	4.032	0.009	1
ESO157-G023	87	1.354496	-58.027437	65.600833	-56.225833	J042224.06-561332.2	65.6002592	-56.2256341	10.288	0.022	5.541	9.521	0.02	3.529	7.23	0.015	1.804	5.15	0.026	1.001	0	1	AAAA	10.304	0.005	0	0.261	9.541	0.005	0	0.319	7.19	0.006	0	0.825	5.051	0.01	17	0.576	10.986	0.005	0	10.326	0.006	0	8.644	0.006	0	6.154	0.011	17	10.565	0.005	0	9.86	0.005	0	8.015	0.006	0	5.627	0.01	17	10.376	0.005	0	9.663	0.005	0	7.65	0.006	0	5.318	0.01	17	10.267	0.005	1	9.566	0.006	1	7.424	0.006	1	5.151	0.011	17	10.188	0.005	1	9.504	0.006	1	7.278	0.006	1	5.062	0.013	17	10.125	0.005	1	9.459	0.006	1	7.179	0.006	1	5.002	0.014	17	10.074	0.005	1	9.423	0.006	1	7.112	0.006	1	4.961	0.017	17	10.033	0.006	1	9.395	0.006	1	7.065	0.006	1	4.935	0.019	17	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
ESO195-IG021NED03	88	0.420582	-61.145484	15.145833	-47.867778	J010034.96-475203.7	15.1456808	-47.8677214	11.315	0.022	10.7	10.646	0.021	3.439	7.495	0.018	1.938	5.026	0.035	0.7771	0	5	AAAA	11.315	0.006	0	0.261	10.651	0.006	0	0.319	7.484	0.01	0	0.825	5.018	0.025	1	0.576	12.039	0.006	0	11.454	0.006	0	8.928	0.012	0	6.087	0.026	1	11.576	0.006	0	10.97	0.006	0	8.309	0.01	0	5.594	0.025	1	11.368	0.006	1	10.761	0.006	1	7.969	0.009	1	5.317	0.027	1	11.246	0.006	1	10.653	0.006	1	7.773	0.01	1	5.174	0.03	1	11.142	0.006	1	10.576	0.006	1	7.66	0.01	1	5.107	0.036	1	11.039	0.006	1	10.505	0.006	1	7.592	0.011	1	5.079	0.043	1	10.943	0.006	1	10.439	0.006	1	7.548	0.012	1	5.073	0.053	1	10.856	0.006	1	10.379	0.007	1	7.519	0.013	1	5.069	0.063	1	0.72	11.64	0.72	85	11.437	0.006	1	11.64	0.72	85	10.839	0.006	1	11.64	0.72	85	8.101	0.009	1	18.24	0.87	85	5.562	0.025	1
ESO197-G027	89	0.462352	46.865546	32.71875	-49.698611	J021052.53-494154.6	32.7188949	-49.6985233	11.263	0.023	23.23	10.574	0.02	6.963	7.126	0.016	7.556	4.595	0.026	1.135	0	5	AAAA	11.206	0.006	0	0.261	10.546	0.006	0	0.319	7.08	0.006	0	0.825	4.508	0.014	1	0.576	11.974	0.006	0	11.38	0.007	0	8.564	0.007	0	5.6	0.015	1	11.467	0.006	0	10.865	0.006	0	7.905	0.006	0	5.084	0.014	1	11.218	0.006	0	10.625	0.006	0	7.526	0.006	0	4.79	0.015	1	11.083	0.006	0	10.503	0.007	0	7.298	0.006	0	4.638	0.016	1	11.006	0.006	0	10.434	0.007	0	7.161	0.006	0	4.568	0.019	1	10.959	0.006	1	10.392	0.007	1	7.079	0.007	1	4.535	0.023	1	10.93	0.006	1	10.367	0.008	1	7.031	0.007	1	4.52	0.027	1	10.911	0.006	1	10.352	0.008	1	7.003	0.007	1	4.513	0.032	1	0.24	18.7	0.51	70	11.081	0.006	0	18.7	0.51	70	10.524	0.007	0	18.7	0.51	70	7.359	0.006	0	25.65	0.7	70	4.833	0.015	1
ESO198-024	90	0.707088	12.577198	39.582083	-52.1925	J023819.71-521132.3	39.5821531	-52.1923083	10.582	0.023	3.406	9.824	0.019	2.172	7.418	0.016	1.366	5.276	0.033	0.8646	0	5	AAAA	10.583	0.006	0	0.261	9.84	0.006	0	0.319	7.421	0.007	0	0.825	5.266	0.02	1	0.576	11.248	0.006	0	10.617	0.006	0	8.849	0.008	0	6.341	0.021	1	10.844	0.006	0	10.159	0.006	0	8.246	0.007	0	5.842	0.02	1	10.682	0.006	0	9.975	0.006	0	7.92	0.007	0	5.547	0.02	1	10.604	0.006	1	9.895	0.006	1	7.738	0.007	1	5.392	0.022	1	10.558	0.006	1	9.854	0.006	1	7.638	0.008	1	5.321	0.025	1	10.526	0.006	1	9.827	0.006	1	7.583	0.008	1	5.284	0.028	1	10.504	0.006	1	9.809	0.006	1	7.553	0.009	1	5.264	0.033	1	10.488	0.006	17	9.796	0.006	1	7.536	0.01	1	5.247	0.037	1	0.5	11.8	0.91	-40	10.672	0.006	0	11.8	0.91	-40	9.963	0.006	0	11.8	0.91	-40	7.896	0.007	0	15.51	0.96	-40	5.933	0.02	1
ESO209-G012	91	0.479082	-141.033409	120.491667	-49.778333	J080157.96-494642.3	120.4915371	-49.7784368	9.528	0.022	7.883	8.605	0.02	2.983	5.637	0.014	3.691	3.226	0.018	0.8921	0	5	AAAA	9.558	0.006	0	0.261	8.625	0.006	0	0.319	5.659	0.006	0	0.825	3.218	0.007	1	0.576	10.246	0.006	0	9.409	0.006	0	7.097	0.006	0	4.294	0.007	0	9.819	0.006	0	8.944	0.006	0	6.484	0.006	0	3.794	0.007	1	9.636	0.006	0	8.753	0.005	0	6.142	0.006	0	3.504	0.007	1	9.544	0.006	0	8.669	0.006	0	5.945	0.006	0	3.354	0.007	1	9.49	0.006	0	8.624	0.006	0	5.832	0.006	0	3.291	0.008	1	9.452	0.006	0	8.597	0.006	0	5.767	0.006	0	3.264	0.009	1	9.426	0.006	1	8.578	0.006	1	5.729	0.006	1	3.254	0.01	1	9.407	0.006	1	8.564	0.006	1	5.707	0.006	1	3.25	0.011	17	0.05	22.31	0.47	60	9.521	0.006	0	22.31	0.47	60	8.664	0.006	0	22.31	0.47	60	5.935	0.006	0	28.53	0.61	60	3.525	0.007	1
ESO244-IG030	92	0.352682	-131.574277	22.463333	-42.326389	J012951.17-421935.2	22.4632342	-42.3264539	11.129	0.023	45.75	10.503	0.02	17.540001	7.041	0.016	34.509998	4.572	0.031	9.719	0	5	AAAA	11.015	0.006	1	0.261	10.437	0.006	1	0.319	6.952	0.007	0	0.825	4.406	0.012	1	0.576	11.849	0.006	0	11.314	0.006	0	8.475	0.008	0	5.551	0.013	1	11.276	0.006	1	10.756	0.006	1	7.777	0.007	0	4.982	0.012	1	10.982	0.006	1	10.48	0.006	1	7.372	0.007	1	4.664	0.012	1	10.819	0.006	1	10.333	0.006	1	7.126	0.007	1	4.489	0.013	1	10.72	0.006	1	10.248	0.006	1	6.97	0.007	1	4.401	0.015	1	10.653	0.006	1	10.193	0.006	1	6.87	0.007	1	4.36	0.017	1	10.604	0.006	1	10.154	0.006	1	6.803	0.007	1	4.341	0.02	1	10.568	0.006	1	10.125	0.006	1	6.759	0.007	1	4.331	0.023	1	0.68	21.5	0.47	40	10.757	0.006	1	21.5	0.47	40	10.296	0.006	1	21.5	0.47	40	7.074	0.007	1	28.45	0.63	40	4.653	0.012	1
ESO263-G013	93	0.459006	-172.428803	152.450833	-42.811111	J100948.19-424840.4	152.4508104	-42.8112375	10.903	0.023	10.06	9.932	0.02	3.021	6.941	0.015	1.256	4.412	0.025	0.7683	0	5	AAAA	10.91	0.006	16	0.261	9.946	0.006	0	0.319	6.925	0.007	0	0.825	4.384	0.012	1	0.576	11.637	0.006	16	10.743	0.006	0	8.355	0.008	0	5.463	0.013	1	11.171	0.006	16	10.265	0.006	0	7.75	0.007	0	4.96	0.012	1	10.937	0.006	17	10.054	0.006	1	7.407	0.007	1	4.655	0.013	1	10.786	0.006	17	9.943	0.006	1	7.197	0.007	1	4.488	0.014	1	10.664	0.006	17	9.867	0.006	1	7.062	0.007	1	4.405	0.016	1	10.556	0.006	17	9.805	0.006	1	6.966	0.007	1	4.36	0.019	1	10.464	0.006	17	9.753	0.006	1	6.892	0.007	1	4.336	0.022	1	10.39	0.006	17	9.711	0.006	1	6.832	0.008	1	4.322	0.026	1	0.32	24.25	0.84	15	10.465	0.006	17	24.25	0.84	15	9.753	0.006	1	24.25	0.84	15	6.889	0.007	1	26.7	0.87	15	4.552	0.013	1
ESO297-018	94	0.489906	-111.334835	24.655	-40.011389	J013837.16-400041.1	24.6548345	-40.0114384	10.352	0.022	38.470001	9.751	0.02	10.12	6.621	0.015	4.289	4.508	0.027	1.129	0	5	AAAA	10.361	0.006	0	0.261	9.785	0.006	0	0.319	6.626	0.006	0	0.825	4.445	0.018	0	0.576	11.156	0.006	0	10.631	0.006	0	8.092	0.007	0	5.547	0.019	0	10.622	0.006	0	10.104	0.006	0	7.451	0.006	0	5.021	0.018	0	10.343	0.006	0	9.848	0.006	16	7.083	0.006	0	4.719	0.018	1	10.175	0.006	0	9.707	0.006	16	6.86	0.006	0	4.561	0.021	1	10.061	0.006	0	9.617	0.006	16	6.721	0.006	0	4.487	0.024	1	9.98	0.006	0	9.554	0.006	16	6.634	0.006	0	4.454	0.029	1	9.921	0.006	0	9.508	0.006	16	6.579	0.006	0	4.443	0.035	1	9.876	0.006	0	9.474	0.006	16	6.542	0.007	0	4.441	0.041	1	0.23	37.75	0.37	-35	9.864	0.006	0	37.75	0.37	-35	9.474	0.006	16	37.75	0.37	-35	6.581	0.006	0	42.81	0.45	-35	4.602	0.022	1
ESO323-077	95	0.482283	32.948716	196.60875	-40.414722	J130626.12-402452.5	196.6088457	-40.4146098	8.01	0.023	3.214	7.182	0.02	2.043	4.458	0.015	3.084	2.178	0.016	0.8523	hh00	5	AAAA	8.043	0.005	17	0.261	7.214	0.005	1	0.319	4.504	0.005	1	0.825	2.15	0.006	1	0.576	8.706	0.005	17	7.99	0.005	1	5.937	0.005	0	3.218	0.006	1	8.304	0.005	17	7.533	0.005	1	5.329	0.005	1	2.726	0.006	1	8.146	0.005	17	7.352	0.005	1	4.999	0.005	1	2.441	0.006	1	8.073	0.005	17	7.276	0.005	1	4.815	0.005	1	2.293	0.006	1	8.032	0.005	17	7.237	0.005	1	4.712	0.005	1	2.23	0.006	1	8.004	0.005	17	7.213	0.005	1	4.655	0.005	1	2.202	0.007	17	7.983	0.005	17	7.196	0.005	1	4.623	0.005	1	2.192	0.007	17	7.963	0.005	17	7.181	0.005	1	4.603	0.005	1	2.189	0.008	17	0.47	29.61	0.85	60	7.939	0.005	17	29.61	0.85	60	7.166	0.005	17	29.61	0.85	60	4.591	0.005	1	31.55	0.87	60	2.268	0.006	1
ESO362-18	96	0.226373	65.996244	79.899167	-32.657778	J051935.81-323927.9	79.8992349	-32.6577522	9.87	0.023	13.19	9.184	0.02	4.193	5.669	0.014	3.832	3.113	0.022	0.5591	0	5	AAAA	9.874	0.005	0	0.261	9.197	0.006	0	0.319	5.709	0.006	0	0.825	3.087	0.007	1	0.576	10.593	0.006	0	9.999	0.006	0	7.152	0.006	0	4.159	0.007	0	10.135	0.005	0	9.516	0.006	0	6.534	0.006	0	3.663	0.007	1	9.919	0.005	0	9.304	0.006	0	6.186	0.006	0	3.376	0.007	1	9.798	0.005	0	9.198	0.006	0	5.983	0.006	0	3.227	0.007	1	9.725	0.005	0	9.138	0.006	0	5.865	0.006	0	3.165	0.007	1	9.676	0.005	0	9.099	0.006	0	5.797	0.006	0	3.139	0.008	1	9.642	0.005	1	9.074	0.006	1	5.757	0.006	1	3.129	0.009	1	9.618	0.005	1	9.056	0.006	1	5.733	0.006	1	3.125	0.01	1	0.14	24.05	0.78	-40	9.649	0.005	1	24.05	0.78	-40	9.08	0.006	1	24.05	0.78	-40	5.769	0.006	1	26.62	0.83	-40	3.306	0.007	1
ESO374-G044	97	0.512486	-7.052576	153.332917	-35.982778	J101319.89-355857.4	153.3328951	-35.9826365	11.34	0.023	22.41	10.766	0.02	5.964	6.611	0.016	2.619	3.805	0.023	0.8132	0	5	AAAA	11.24	0.006	0	0.261	10.709	0.006	0	0.319	6.629	0.006	0	0.825	3.798	0.009	1	0.576	12.018	0.006	0	11.544	0.006	0	8.055	0.007	0	4.866	0.009	1	11.501	0.006	0	11.028	0.006	0	7.454	0.006	0	4.374	0.009	1	11.237	0.006	0	10.784	0.006	16	7.117	0.006	0	4.084	0.009	1	11.079	0.006	1	10.652	0.006	17	6.918	0.006	1	3.932	0.01	1	10.967	0.006	1	10.569	0.006	17	6.8	0.006	1	3.866	0.011	1	10.88	0.006	1	10.51	0.006	17	6.729	0.007	1	3.834	0.013	1	10.809	0.006	1	10.466	0.006	17	6.685	0.007	1	3.82	0.015	1	10.748	0.006	1	10.43	0.006	17	6.656	0.007	1	3.815	0.018	1	0.63	23.95	0.46	-80	10.981	0.006	0	23.95	0.46	-80	10.593	0.006	16	23.95	0.46	-80	6.882	0.007	0	29.69	0.59	-80	4.098	0.009	1
ESO383-18	98	0.305396	168.673676	203.35875	-34.014722	J133326.10-340053.2	203.3587701	-34.0148054	9.582	0.022	4.242	8.271	0.021	3.535	5.204	0.015	1.75	3.082	0.018	1.781	0	5	AAAA	9.604	0.005	0	0.261	8.281	0.005	0	0.319	5.205	0.005	0	0.825	3.075	0.006	1	0.576	10.26	0.006	0	9.048	0.006	0	6.627	0.006	0	4.147	0.006	0	9.865	0.005	0	8.6	0.005	0	6.03	0.005	0	3.651	0.006	1	9.712	0.005	0	8.425	0.005	0	5.705	0.005	0	3.364	0.006	1	9.645	0.005	0	8.354	0.005	0	5.523	0.005	0	3.216	0.007	1	9.611	0.005	0	8.32	0.005	0	5.423	0.005	0	3.155	0.007	1	9.591	0.006	1	8.301	0.005	1	5.368	0.005	0	3.127	0.008	1	9.579	0.006	1	8.288	0.005	1	5.337	0.006	1	3.115	0.009	1	9.57	0.006	17	8.279	0.005	1	5.319	0.006	1	3.11	0.01	1	0.52	14.09	0.64	-85	9.724	0.005	0	14.09	0.64	-85	8.441	0.005	0	14.09	0.64	-85	5.714	0.005	0	21.08	0.82	-85	3.503	0.006	1
ESO399-20	99	4.372069	40.336216	301.740417	-34.549444	J200657.92-343254.6	301.7413711	-34.5485187	10.002	0.023	12.72	9.157	0.021	3.503	6.522	0.016	2.85	4.438	0.024	1.006	0	5	AAAA	10.022	0.006	0	0.261	9.155	0.006	0	0.319	6.527	0.006	0	0.825	4.402	0.013	1	0.576	10.729	0.006	0	9.943	0.006	0	7.981	0.007	0	5.493	0.014	1	10.283	0.006	0	9.474	0.006	0	7.352	0.006	0	4.978	0.013	1	10.083	0.006	1	9.277	0.006	1	7	0.006	0	4.679	0.013	1	9.972	0.006	1	9.183	0.006	1	6.795	0.006	1	4.521	0.014	1	9.897	0.006	1	9.127	0.006	1	6.674	0.006	1	4.449	0.017	1	9.838	0.006	1	9.088	0.006	1	6.6	0.006	1	4.415	0.019	1	9.79	0.006	1	9.057	0.006	1	6.554	0.006	1	4.399	0.023	1	9.755	0.006	1	9.034	0.006	17	6.523	0.007	1	4.388	0.027	1	0.28	20.63	0.68	50	9.87	0.006	1	20.63	0.68	50	9.116	0.006	1	20.63	0.68	50	6.667	0.006	1	24.58	0.77	50	4.705	0.013	1
ESO417-G006	100	0.517467	120.6788	44.089583	-32.185556	J025621.53-321108.2	44.0897294	-32.1856289	10.711	0.022	20.18	10.478	0.02	8.546	8.18	0.019	1.218	5.497	0.034	0.9304	0	5	AAAA	10.689	0.006	0	0.261	10.447	0.006	0	0.319	8.135	0.009	0	0.825	5.478	0.02	1	0.576	11.449	0.006	0	11.294	0.006	0	9.572	0.01	0	6.545	0.021	1	10.95	0.006	0	10.766	0.006	0	8.96	0.009	0	6.054	0.02	1	10.703	0.006	0	10.51	0.006	0	8.621	0.008	0	5.766	0.02	1	10.554	0.006	0	10.367	0.006	0	8.426	0.009	0	5.614	0.023	1	10.45	0.006	1	10.27	0.006	1	8.312	0.009	1	5.544	0.026	1	10.369	0.006	1	10.198	0.006	1	8.244	0.01	1	5.506	0.031	1	10.303	0.006	1	10.141	0.006	1	8.202	0.01	1	5.486	0.036	1	10.249	0.006	1	10.096	0.006	1	8.175	0.011	1	5.471	0.042	1	0.1	22.36	0.85	50	10.336	0.006	1	22.36	0.85	50	10.17	0.006	1	22.36	0.85	50	8.224	0.01	1	24.9	0.88	50	5.72	0.021	1
ESO426-G002	101	0.674576	18.334465	95.943333	-32.216667	J062346.41-321259.3	95.943403	-32.2164888	10.547	0.022	19.09	9.747	0.019	4.93	6.586	0.015	1.955	4.031	0.022	1.403	0	5	AAAA	10.593	0.006	1	0.261	9.804	0.006	1	0.319	6.608	0.006	1	0.825	4.024	0.01	1	0.576	11.353	0.006	1	10.616	0.006	1	8.035	0.007	1	5.096	0.01	1	10.854	0.006	1	10.123	0.006	1	7.433	0.006	1	4.6	0.01	1	10.6	0.006	1	9.899	0.006	1	7.099	0.006	1	4.311	0.01	1	10.438	0.006	1	9.779	0.006	1	6.903	0.006	1	4.156	0.011	1	10.318	0.006	1	9.699	0.006	1	6.787	0.006	1	4.085	0.012	1	10.225	0.006	1	9.639	0.006	1	6.716	0.007	17	4.048	0.014	1	10.143	0.006	1	9.587	0.006	1	6.672	0.007	17	4.03	0.017	1	10.057	0.006	17	9.535	0.006	1	6.642	0.007	17	4.022	0.02	1	0.59	32.01	0.72	-45	9.999	0.006	1	32.01	0.72	-45	9.501	0.007	17	32.01	0.72	-45	6.622	0.007	17	34.26	0.76	-45	4.128	0.011	1
ESO439-G009	102	0.638588	121.316988	171.8475	-29.2575	J112723.44-291527.3	171.8476737	-29.2575922	10.92	0.023	56.389999	10.581	0.02	19.440001	6.498	0.015	3.769	3.858	0.024	0.9967	0	5	AAAA	10.795	0.006	0	0.261	10.465	0.006	0	0.319	6.492	0.007	0	0.825	3.823	0.009	1	0.576	11.664	0.006	0	11.377	0.007	0	7.944	0.007	0	4.903	0.009	0	11.056	0.006	0	10.784	0.006	0	7.317	0.007	0	4.399	0.009	1	10.711	0.006	0	10.46	0.006	0	6.956	0.007	0	4.105	0.009	1	10.493	0.006	0	10.262	0.006	0	6.736	0.007	0	3.95	0.009	1	10.345	0.006	0	10.128	0.006	0	6.601	0.007	0	3.878	0.011	1	10.238	0.006	0	10.033	0.006	0	6.519	0.007	0	3.842	0.012	1	10.16	0.006	1	9.963	0.007	1	6.469	0.007	1	3.825	0.014	17	10.103	0.006	17	9.913	0.007	1	6.437	0.008	1	3.817	0.016	17	0.28	38.65	0.45	-80	10.031	0.006	1	38.65	0.45	-80	9.851	0.007	1	38.65	0.45	-80	6.432	0.008	1	42.84	0.53	-80	3.943	0.011	1
ESO464-G016	103	0.337971	-21.712783	315.599167	-28.174722	J210223.79-281028.6	315.5991273	-28.174635	11.867	0.023	25.120001	11.326	0.021	6.651	8.072	0.023	1.308	5.497	0.041	0.9428	hh00	5	AAAA	11.745	0.006	1	0.261	11.239	0.009	1	0.319	8.024	0.014	0	0.825	5.447	0.029	1	0.576	12.562	0.007	0	12.096	0.01	0	9.468	0.017	0	6.521	0.032	1	12.006	0.006	1	11.558	0.009	1	8.849	0.014	0	6.023	0.029	1	11.709	0.006	1	11.293	0.009	1	8.502	0.013	1	5.741	0.031	1	11.529	0.006	1	11.146	0.009	1	8.299	0.013	1	5.595	0.034	1	11.41	0.006	1	11.056	0.01	1	8.177	0.014	1	5.54	0.04	17	11.32	0.006	1	10.991	0.01	1	8.104	0.015	1	5.534	0.048	17	11.242	0.006	1	10.936	0.011	1	8.057	0.017	1	5.546	0.059	17	11.167	0.006	1	10.881	0.012	1	8.024	0.019	1	5.547	0.069	17	0.48	21.3	0.47	35	11.458	0.006	1	21.3	0.47	35	11.108	0.009	1	21.3	0.47	35	8.326	0.014	1	28.18	0.63	35	5.755	0.031	1
ESO479-G031	104	0.336778	62.986655	41.19875	-24.513889	J024447.72-243049.8	41.1988416	-24.5138464	11.018	0.022	19.17	10.832	0.019	6.561	8.712	0.024	1.006	6.426	0.055	1.118	0	5	AAAA	10.985	0.006	0	0.261	10.794	0.006	0	0.319	8.662	0.013	0	0.825	6.455	0.05	17	0.576	11.748	0.006	0	11.645	0.007	0	10.1	0.016	0	7.511	0.053	17	11.246	0.006	0	11.113	0.006	0	9.487	0.013	0	7.031	0.05	17	10.998	0.006	0	10.854	0.006	16	9.147	0.013	0	6.748	0.051	17	10.857	0.006	0	10.714	0.006	16	8.953	0.013	0	6.588	0.055	17	10.769	0.006	1	10.628	0.006	17	8.839	0.014	1	6.51	0.063	17	10.709	0.006	1	10.57	0.007	17	8.772	0.015	1	6.479	0.073	17	10.665	0.006	1	10.527	0.007	17	8.732	0.016	1	6.486	0.087	17	10.63	0.006	1	10.493	0.007	17	8.706	0.018	1	6.503	0.103	17	0.44	18.34	0.71	-25	10.796	0.006	1	18.34	0.71	-25	10.656	0.006	17	18.34	0.71	-25	8.883	0.013	1	22.73	0.81	-25	6.822	0.05	17
ESO490-IG026	105	0.144556	-97.03795	100.04875	-25.895278	J064011.68-255343.0	100.0487057	-25.8952827	9.669	0.022	10.72	8.921	0.02	3.929	5.745	0.014	2.595	2.956	0.019	1.607	0	5	AAAA	9.688	0.006	0	0.261	8.944	0.006	0	0.319	5.778	0.006	0	0.825	2.942	0.007	1	0.576	10.396	0.006	0	9.737	0.006	0	7.198	0.006	0	4.01	0.007	0	9.949	0.006	0	9.263	0.006	0	6.603	0.006	0	3.518	0.007	1	9.747	0.006	0	9.06	0.006	0	6.271	0.006	0	3.231	0.007	1	9.64	0.006	0	8.964	0.006	0	6.079	0.006	0	3.081	0.007	1	9.575	0.006	0	8.911	0.006	0	5.969	0.006	0	3.017	0.008	1	9.53	0.006	0	8.876	0.006	0	5.906	0.006	0	2.987	0.009	1	9.494	0.006	1	8.85	0.006	1	5.87	0.006	1	2.975	0.01	1	9.463	0.006	1	8.829	0.006	1	5.846	0.006	1	2.97	0.012	1	0.37	24.86	0.63	20	9.519	0.006	1	24.86	0.63	20	8.871	0.006	1	24.86	0.63	20	5.91	0.006	1	28.42	0.71	20	3.178	0.007	1
ESO499-G041	106	0.337253	-64.899732	151.480833	-23.056944	J100555.37-230324.8	151.4807411	-23.0569047	10.288	0.022	15.16	9.679	0.019	7.288	6.725	0.015	2.746	4.431	0.025	1.019	0	5	AAAA	10.293	0.006	0	0.261	9.691	0.006	0	0.319	6.729	0.006	0	0.825	4.402	0.015	1	0.576	11.026	0.006	0	10.503	0.006	0	8.171	0.007	0	5.482	0.016	1	10.554	0.006	0	10.01	0.006	0	7.554	0.006	0	4.978	0.015	1	10.337	0.006	0	9.795	0.006	0	7.211	0.006	0	4.688	0.016	1	10.225	0.006	0	9.692	0.006	0	7.013	0.006	0	4.539	0.018	1	10.159	0.006	0	9.637	0.006	0	6.902	0.006	0	4.477	0.021	1	10.116	0.006	1	9.603	0.006	1	6.84	0.007	0	4.452	0.026	1	10.085	0.006	1	9.58	0.006	1	6.805	0.007	1	4.446	0.031	1	10.062	0.006	1	9.563	0.006	1	6.784	0.007	1	4.45	0.037	1	0.28	17.76	0.83	-80	10.164	0.006	0	17.76	0.83	-80	9.642	0.006	0	17.76	0.83	-80	6.919	0.006	0	21.18	0.88	-80	4.784	0.015	1
ESO506-G027	107	0.096791	-156.841532	189.7275	-27.307778	J123854.59-271828.0	189.7274881	-27.3078025	10.094	0.023	26.24	9.011	0.02	5.779	5.97	0.015	2.688	3.779	0.021	2.562	0	5	AAAA	10.091	0.006	0	0.261	9.031	0.006	0	0.319	5.98	0.006	0	0.825	3.73	0.007	1	0.576	10.848	0.006	0	9.83	0.006	0	7.413	0.006	0	4.801	0.007	0	10.352	0.006	0	9.35	0.006	0	6.805	0.006	0	4.306	0.007	1	10.108	0.006	0	9.141	0.005	0	6.466	0.006	0	4.016	0.007	1	9.971	0.006	0	9.039	0.006	0	6.271	0.006	0	3.866	0.008	1	9.883	0.006	16	8.98	0.006	0	6.156	0.006	0	3.799	0.008	1	9.821	0.006	16	8.941	0.006	0	6.087	0.006	0	3.767	0.009	1	9.776	0.006	16	8.913	0.006	0	6.044	0.006	0	3.754	0.011	1	9.74	0.006	17	8.891	0.006	1	6.015	0.006	1	3.747	0.012	1	0.38	34.15	0.47	75	9.736	0.006	17	34.15	0.47	75	8.898	0.006	1	34.15	0.47	75	6.035	0.006	1	38.11	0.55	75	3.894	0.008	1
