Name,RA_(J2000),DEC_(J2000),Redshift,Dist_[Mpc],BAT_Type,PACS70,PACS70_err,PACS160,PACS160_err,PSW,PSW_err,PMW,PMW_err,PLW,PLW_err,BAT_flux,L_X
CGCG312-012,09h29m37.9s,+62d32m39s,0.025611000000000002,111.84278799999998,Sy 2,0.071459854,0.005576721,0.189163878,0.027399176,0.11737826900000001,0.014050968999999998,0.0,0.055822422999999996,0.0,0.04432077,9.04e-12,1.353275150236247e+43
CGCG319-007,15h19m33.7s,+65d35m59s,0.044000000000000004,194.7667351,Sy 1.9,0.345076252,0.021561355,0.760401333,0.06818085900000001,0.32796991,0.033897186,0.132820382,0.019237467,0.0,0.046931578,1.32e-11,5.992460873084612e+43
CGCG341-006,18h45m26.2s,+72d11m02s,0.0463,205.2899145,Sy 2,1.1353664890000001,0.059664115999999996,0.956778907,0.097922594,0.334156167,0.019351148000000002,0.129494104,0.009838793,0.052507612,0.009135451,1.1499999999999999e-11,5.800090573545488e+43
CGCG367-009,16h19m19.3s,+81d02m48s,0.023916999999999997,104.3130012,Sy 2,0.05915283599999999,0.006668505999999999,0.15370747,0.028582259,0.193207233,0.027373106,0.0,0.150653873,0.0,0.077878457,2.27e-11,2.9560001114468514e+43
CGCG420-015,04h53m25.8s,+04d03m42s,0.02939,128.70708059999998,Sy 2,0.6476646629999999,0.033588206,0.6836738459999999,0.060973683,0.290935377,0.029423535,0.136873723,0.017732467,0.0,0.071427368,2.81e-11,5.570740219215407e+43
CGCG468-002NED01,05h08m19.7s,+17d21m48s,0.017505,75.98025031,Sy 2,2.323458613,0.119142463,2.378104505,0.14332088,2.67215551,0.314109299,1.0220056290000001,0.128224808,0.285705879,0.033907026,2.5999999999999997e-11,1.796290178700936e+43
CGCG493-002,21h38m33.4s,+32d05m06s,0.0248,108.23559920000001,Sy 1.5,0.426111154,0.045465492999999996,0.418861019,0.024533747,0.186437534,0.012043365,0.081318611,0.008622189,0.0,0.060721751,1.7899999999999998e-11,2.509545013565583e+43
CGCG535-012,00h36m21.0s,+45d39m54s,0.047643,211.44998619999998,Sy 1.2,0.144537855,0.010973621999999999,0.0,0.17731544,0.17259902,0.032008877000000005,0.0,0.10839912,0.052542715999999996,0.008630491,1.56e-11,8.347215543937333e+43
ESO005-G004,06h05m41.6s,-86d37m55s,0.006228,22.0,Sy 2,7.6160000000000005,0.386520653,22.206,1.111099841,12.7113744,1.350468472,5.657773457999999,0.633221131,2.234638989,0.341987976,3.36e-11,1.9461949732968938e+42
ESO031-G008,03h07m35.3s,-72d50m03s,0.027619,120.7922975,Sy 1.2,0.06909431,0.00491946,0.0,0.258908693,0.221561045,0.030657805,0.10985611099999999,0.01666758,0.0,0.034135658,1.24e-11,2.165219232830352e+43
ESO033-G002,04h55m59.0s,-75d32m28s,0.0181,78.59813509,Sy 2,0.696989491,0.037777976,0.688894572,0.083387137,0.319599991,0.042519509000000004,0.146498104,0.022994557000000002,0.083565458,0.012259305,2.13e-11,1.5747288862322537e+43
ESO103-035,18h38m20.3s,-65d25m39s,0.013286000000000001,57.48371287,Sy 2,1.7322735919999999,0.08817614800000001,0.551429837,0.034249895,0.157078623,0.010436701999999999,0.065577203,0.008157395999999999,0.0,0.088242548,1.12e-10,4.4290374550410447e+43
ESO121-IG028,06h23m45.6s,-60d58m44s,0.040520999999999995,178.9129383,Sy 2,0.0,0.07451606,0.0,0.232710871,0.170744924,0.020436258,0.1062704,0.017797827,0.0,0.060544111,2.81e-11,1.076444204333227e+44
ESO137-34,16h35m14.1s,-58d04m48s,0.009144,39.43807052,Sy 2,2.792921989,0.14985763800000002,6.219763106,0.386469666,3.435798437,0.434113187,1.4275005790000002,0.197621525,0.468799261,0.063372102,2.82e-11,5.249067218194849e+42
ESO139-G012,17h37m39.1s,-59d56m27s,0.017018000000000002,73.839261,Sy 2,0.413790275,0.027039105,2.7039999999999997,0.141645035,2.220358134,0.225154578,0.9793979890000001,0.118480592,0.345363245,0.049964444000000004,2.26e-11,1.4746359919384162e+43
