Name,PACS70,PACS70_err,PACS160,PACS160_err,PSW,PSW_err,PSW_flag,PMW,PMW_err,PMW_flag,PLW,PLW_err,PLW_flag
Mrk3,3.12,0.18,2.53,0.17,0.7945866,0.08151422,A,0.3119438,0.04249069,A,0.1181387,0.01207066,A
Mrk335,0.308697859,0.015692298,0.150311506,0.010295031,0.067917567,0.007391832,A,0,0.06727588,U,0,0.078291748,U
Mrk348,0.808177234,0.040610297,0.995043028,0.050227074,1.327672,0.1787138,AD,0.7108717,0.1090196,AD,0,0.31860265,UD
Mrk352,0,0.08001245,0,0.089013372,0.126781812,0.025223867,A,0,0.07818185,U,0,0.049454108,U
Mrk359,1.467632007,0.078435462,1.473403733,0.107034596,0.488098829,0.027738114,A,0.186529474,0.012322864,A,0.061967778,0.010652469,A
Mrk417,0.132469817,0.008209586,0.117812812,0.020070765,0.047978746,0.006178291,A,0,0.096302434,U,0,0.088082371,U
Mrk477,1.307266551,0.070377991,0.734828727,0.047389702,0.248291297,0.015277461,A,0.090365615,0.008513396,Ad,0,0.056217437,UD
Mrk50,0,0.055113313,0,0.142068802,0.062772331,0.007430303,A,0,0.070643147,U,0,0.067720105,U
Mrk509,1.500532806,0.0782824,1.230031345,0.088090345,0.393480178,0.02267542,A,0.156418851,0.011217862,A,0.044455154,0.008772134,A
Mrk590,0.545010465,0.03643136,1.877013522,0.110987863,1.473520995,0.109371761,A,0.642502627,0.074034615,A,0.233803879,0.026187271,A
Mrk595,0.389437126,0.020308065,0.520764367,0.032967176,0.295296328,0.027304878,A,0,0.14227168,U,0,0.100633808,U
Mrk6,1.043490411,0.061380615,0.94235209,0.070817257,0.612336317,0.086952666,A,0.236789122,0.038895353,A,0,0.06807558,U
Mrk618,3.036072533,0.165912154,3.24356697,0.194777705,1.196807,0.09130792,A,0.5370768,0.04997814,Ad,0.183549774,0.027920583,Ad
Mrk653,0.135752417,0.009333386,0.411544348,0.024764952,0.271053896,0.030278856,A,0.142328661,0.024560474,A,0,0.067397177,U
Mrk704,0.335610593,0.017836127,0.253436728,0.02679198,0.12273574,0.019422543,A,0,0.08032181,U,0,0.086440931,U
Mrk728,0.045509922,0.004829976,0,0.061543092,0,0.083939715,U,0,0.10098352,U,0,0.072358739,U
Mrk739E,1.68298015,0.0853318,3.130457753,0.178544721,1.006836202,0.055754689,A,0.459226113,0.026071685,A,0.165520175,0.01268046,A
Mrk766,4.25941669,0.215906054,2.94056789,0.191541475,0.89818568,0.049819405,A,0.346683934,0.020165901,A,0.12311608,0.011090152,A
Mrk79,1.43086304,0.088300401,2.369608249,0.185425671,1.312521928,0.154876932,A,0.640018,0.07370977,A,0.173736914,0.028175761,A
Mrk817,2.158501762,0.110040691,1.706478147,0.154335418,0.561446936,0.031466699,A,0.244228597,0.014829998,A,0.078722659,0.009921724,A
Mrk841,0.448376834,0.022615114,0.182217337,0.014399316,0.060811588,0.008682716,A,0,0.061519634,U,0,0.055368131,U
Mrk885,0.405571877,0.0226556,1.002075533,0.08481363,0.456337737,0.040337418,A,0.189105349,0.019318985,A,0.064959886,0.012503482,A
Mrk926,0.606472675,0.032634623,0.713037456,0.066791886,0.325050507,0.03823957,A,0.127289806,0.015825595,A,0,0.073872282,U
Mrk975,0.806260626,0.049590876,1.278986838,0.068484718,0.463962262,0.026164257,A,0.22916842,0.01428332,A,0.09283619,0.011645634,A
NGC1052,0.855488783,0.048175794,0.798697532,0.083239936,0.557803816,0.094917701,A,0.287947988,0.047908396,A,0,0.15184261,U
NGC1106,1.112253065,0.058018741,1.736931264,0.123047741,1.033920704,0.083341279,A,0.458655966,0.033183084,A,0.13821059,0.021818056,A
NGC1125,3.224212859,0.164401124,2.376243147,0.163243856,1.179267,0.09316367,AD,0.4370806,0.05888549,AD,0.16579294,0.026723181,AD
NGC1194,0.633081133,0.03440741,0.472782309,0.024875142,0.546099604,0.077579654,A,0,0.331472215,U,0,0.178641935,U
NGC1365,133.097,6.656018839,217.359,10.87060764,99.1927,6.766208,A,42.83771,2.998698,A,15.2163,1.083905,A
NGC2110,5.141197198,0.261475084,5.226851087,0.267036908,1.931634403,0.166616676,A,0.779063481,0.061777352,A,0.238310157,0.025624897,A
NGC235A,2.336859775,0.122728981,2.612601285,0.172639882,0.954722507,0.081356358,A,0.399094095,0.059856683,A,0,0.125973531,U
NGC2655,1.829766311,0.093363771,3.790938142,0.2646,4.637559091,0.574845391,A,2.049176691,0.288432734,A,0.599457301,0.079344883,A
NGC2885,0.23281997,0.013255945,0.648242194,0.056868118,0.533687154,0.083487611,A,0.265503203,0.034823845,A,0,0.121348,U
NGC2992,9.455599319,0.480206584,12.11854473,0.755114584,4.572455,0.3006371,Ad,1.912043,0.1307744,Ad,0.665848,0.07453251,Ad
NGC3035,0.803,0.048735783,2.633,0.134337483,1.613108704,0.121074723,A,0.70166647,0.066864201,A,0.247429316,0.030733253,A
NGC3079,62.729,2.154954429,98.058,4.777679934,46.41768357,3.052154152,A,19.51495405,1.296852966,A,6.897024264,0.462597112,A
NGC3081,2.657,0.134168645,3.992,0.20206862,2.329964185,0.184441234,A,1.086551312,0.106046222,A,0.434666299,0.064959723,A
NGC3227,10.781,0.544074702,21.675,1.091381776,11.14111,0.7754088,Ad,4.675211,0.3312529,Ad,1.530325,0.1305739,Ad
NGC3281,7.341675926,0.369024371,7.006195424,0.36140434,2.589361267,0.174010621,A,1.013579158,0.070238931,A,0.291614527,0.032501363,A
NGC3393,1.731468472,0.088457904,3.780353641,0.196157737,2.848188478,0.285215577,A,1.197180007,0.151368886,A,0.4093499,0.07550272,A
NGC3431,0.665,0.051363615,1.745,0.098128707,1.22898166,0.086363651,A,0.643132403,0.070573405,A,0.259916585,0.040219721,A
NGC3516,1.804101996,0.092209685,1.196012798,0.090468197,0.3833394,0.04483573,A,0.1283229,0.01505617,A,0,0.084993156,U
NGC3718,0.632216693,0.051025381,3.709,0.240149725,5.423153,0.8419081,A,3.169931,0.4478244,A,1.282497,0.2332646,A
NGC3783,3.045973967,0.157313528,4.490735875,0.270244875,2.864139087,0.244155777,A,1.187332918,0.100975263,A,0.401640252,0.050328032,A
NGC3786,2.19,0.204970832,3.138,0.454168136,1.942519,0.2314883,AD,0.8336903,0.1162755,AD,0.2863655,0.04449844,AD
NGC4051,13.365,0.674943412,38.655,1.942562901,21.71273251,1.665575383,A,9.679006373,0.852740438,A,3.355030133,0.320736292,A
NGC4102,55.005,2.750658991,54.194,2.710138839,20.45318949,1.343061793,A,7.792246169,0.514161614,A,2.409012466,0.167829225,A
NGC4138,2.063,0.129362201,5.537,0.459466479,3.642482204,0.281838419,A,1.531109607,0.128236516,A,0.58895126,0.06794013,A
NGC4151,6.889,0.354162138,9.055,0.460103491,4.118128595,0.368304551,A,1.804204404,0.191074816,A,0.599281753,0.104444672,A
NGC4180,5.25,0.263909832,8.98,0.450733955,3.908252171,0.261501629,A,1.568396178,0.109297386,A,0.54536018,0.042667425,A
NGC4235,0.349467732,0.018440328,0.823010359,0.129919012,0.705676869,0.057929906,A,0.307141199,0.042520939,A,0.110296824,0.019727533,A
NGC424,1.686990178,0.088683547,1.602182718,0.14400798,1.004026504,0.081474498,A,0.482868792,0.047495096,A,0.176538315,0.028368813,A
NGC4388,11.796,0.593570253,18.588,0.93260469,7.866065943,0.524050753,A,3.318989099,0.241815613,A,1.244689595,0.104286576,A
NGC4507,4.392239891,0.220686301,4.676514118,0.241263158,2.685822304,0.193554363,A,1.119957127,0.095254007,A,0.422760181,0.040710202,A
NGC4619,1.339,0.07171498,3.236,0.165368152,2.132932252,0.145982667,A,0.892485454,0.079378307,A,0.302804184,0.030288563,A
NGC4748,1.437378849,0.073078593,2.415989886,0.136795112,1.103797083,0.088667319,A,0.474471563,0.057076634,A,0.137575929,0.019566191,A
NGC4939,1.938,0.123002742,7,0.378827816,9.492244784,0.749918396,A,4.581708833,0.398480861,A,1.762376303,0.154497578,A
NGC4941,0.96467536,0.058073577,3.955,0.215554116,5.441521456,0.473981259,A,2.767384813,0.255861432,A,0.991692777,0.176666982,A
NGC4992,0.179533377,0.009972569,0.548,0.047357801,0.5115754,0.05096922,Ad,0.256246,0.02388283,AD,0.09206701,0.01156728,AD
NGC5033,19.133,0.959418231,50.152,2.533555938,40.78038,2.852468,A,18.22141,1.363311,A,6.473572,0.5743386,A
NGC5106,2.872284957,0.153044952,5.005165137,0.257676623,1.870839,0.1297458,Ad,0.73405,0.05053103,Ad,0.329953422,0.02995939,AD
NGC513,2.862136583,0.146416928,4.143162827,0.211360501,1.445137697,0.098657088,A,0.629530636,0.049761243,A,0.198650646,0.019021356,A
NGC5231,0.701649033,0.039266387,1.770694566,0.124982904,0.777200291,0.061200922,A,0.348054854,0.04014328,A,0.17855102,0.030251115,A
NGC5252,0.340832139,0.023046943,0.498153631,0.0731,0.39536381,0.064692564,A,0,0.15799914,U,0,0.092062493,U
NGC526A,0.20113518,0.01323289,0.291248657,0.031329033,0.19403911,0.027571127,A,0,0.15667621,U,0,0.076808524,U
NGC5273,0.721456405,0.040469412,0.704694714,0.063317305,0.32673674,0.040892861,A,0.160607759,0.027275864,A,0,0.069162535,U
NGC5290,2.071,0.240188016,7.339,1.290110045,4.997817331,0.336245334,A,2.259948465,0.172809443,A,0.787852836,0.071200424,A
NGC5506,8.088,0.415497664,6.588,0.333677335,2.730158352,0.184550467,A,1.149048575,0.085542343,A,0.370104064,0.031501434,A
NGC5548,1.172893911,0.063614507,1.49396201,0.097766523,0.809295443,0.068430434,A,0.321052477,0.040296205,A,0,0.089316215,U
NGC5610,5.419,0.274547102,6.219,0.314597884,2.988712551,0.197871328,A,1.225410128,0.094289245,A,0.434268738,0.047187757,A
NGC5674,1.819,0.09807208,3.94,0.202118031,2.233116921,0.154956169,A,0.963873369,0.079575078,A,0.340482862,0.031143664,A
NGC5683,0.097214487,0.010136244,0,0.168504718,0,0.139855045,UD,0,0.117941023,UD,0,0.085660003,UD
NGC5728,9.758,0.488669966,13.717,0.68690306,7.102714272,0.500736141,A,3.163580924,0.240518247,A,1.038442428,0.094685726,A
NGC5899,5.097,0.262292423,13.193,0.664977796,8.324494807,0.57653594,A,3.762510775,0.29125798,A,1.336627901,0.108790959,A
NGC5995,4.025420737,0.202074558,5.398710735,0.273451559,2.500785949,0.171848699,A,1.002263,0.06963677,A,0.3254039,0.02696695,Ad
NGC6221,59.107,2.976191617,83.425,6.715060699,41.62358906,2.749072797,A,16.33528939,1.12029352,A,5.318620903,0.382504228,A
NGC6240,26.62135846,1.357701786,20.23257166,1.027821245,6.161774415,0.410656512,A,2.450732062,0.167745922,A,0.794008843,0.062363931,A
NGC6300,19.113,1.091031466,44.229,2.621327427,29.76663591,2.010634688,A,13.11507487,0.981188794,A,4.559187443,0.341333671,A
NGC6552,2.573571508,0.131650807,2.187865965,0.143152809,0.706502382,0.039332682,A,0.297132394,0.01750886,A,0.101716509,0.01013747,A
NGC6814,7.224,0.369665674,21.282,1.0641,12.88120685,0.976783608,A,5.960306935,0.497493648,A,2.431668318,0.228893156,A
NGC6860,1.430625542,0.076114525,3.058588896,0.159850891,1.555455271,0.118791799,A,0.728409199,0.076324309,A,0.253153749,0.029860096,A
NGC7172,7.148,0.36151298,12.693,0.641269416,6.012142981,0.398556553,A,2.477228121,0.172354445,A,0.801954901,0.056602198,A
NGC7213,3.236717102,0.164570871,7.960617933,0.400582995,6.537257689,0.574255843,A,2.724637156,0.405010233,A,0.834097889,0.067495607,A
NGC7465,4.169308356,0.211340628,4.714715908,0.240562223,2.495926814,0.24461966,A,1.067878915,0.159330726,A,0.339040038,0.065526663,A
NGC7469,30.77038648,1.540223451,26.93514329,1.499073126,11.34480928,0.846792012,A,4.490969865,0.362532646,Ad,1.380910939,0.129846623,AD
NGC7479,14.341,0.723102387,25.989,1.306878621,17.34100354,1.271275898,A,7.509924674,0.648325941,A,2.692193337,0.263436213,A
NGC7582,67.409,3.393421452,77.261,3.966652578,29.79955285,1.95772237,A,11.82647796,0.781491569,A,3.797637114,0.265096809,A
NGC7603,1.33071231,0.070288907,2.639397366,0.135818124,1.249988031,0.089013356,A,0.539772075,0.042181443,A,0.220247557,0.027635025,A
NGC7679,8.875044866,0.446250146,9.001756909,0.458245696,2.959651399,0.197921907,A,1.101376397,0.079110243,A,0.378850204,0.039842455,A
NGC788,0.517985596,0.027489561,0.516,0.027,0.851199154,0.081504631,A,0.363377595,0.052233707,A,0.105947585,0.017953414,A
NGC931,2.521,0.143420479,5.331,0.273079952,3.770169989,0.289397902,A,1.766351806,0.138695724,A,0.684820018,0.085240936,A
NGC985,1.296,0.069842018,1.866,0.099535275,0.950507197,0.067167614,A,0.486398272,0.0505722,A,0.18397224,0.024831716,A
PG2304+042,0,0.025324169,0,0.027517297,0,0.082931268,U,0,0.083565522,U,0,0.112954211,U
PICTORA,0.129928645,0.010677276,0.305231101,0.022825369,0.486112962,0.027514018,A,0.61712485,0.03458788,A,0.774723075,0.043726931,A
PKS2331-240,0.141542057,0.010391034,0.341142704,0.025189634,0.406458212,0.023368752,A,0.48113638,0.027379205,A,0.568546942,0.032559562,A
SBS0915+556,0.097500976,0.012847962,0,0.075323846,0,0.075523388,U,0,0.099371337,U,0,0.090440313,U
SBS1301+540,0,0.150694045,0,0.084666701,0.087172931,0.008970037,A,0.054555255,0.008792847,A,0,0.087016536,U
SDSSJ104326.47+110524.2,0.057733728,0.009826995,0,0.1395754,0,0.06644921,U,0,0.094217437,U,0,0.068119531,U
SWIFTJ212745.6+565636,0.155832858,0.009789287,0,0.049536013,0,0.134805814,UC,0,0.130831574,UC,0,0.132707832,UC
UGC01479,1.748,0.089923193,2.665,0.135274117,1.390218235,0.108177675,A,0.588553461,0.048531805,A,0.179941331,0.035489083,A
UGC03142,1.226997054,0.067642642,2.659057708,0.161166699,0.807542611,0.114107903,AC,0,0.70191806,UC,0,1.225752227,UC
UGC03478,1.465,0.077414997,3.824,0.19685886,2.213017368,0.1503115,A,1.012492669,0.085603232,A,0.371790231,0.038036055,A
UGC03601,0.367306369,0.020313507,0.719022154,0.074810344,0.339429143,0.029536914,A,0.149736482,0.019694407,A,0,0.050875135,U
UGC03995A,1.155367951,0.3707621,2.025893417,0.202589342,2.486264,0.2088364,AD,1.257708,0.1304075,AD,0.5199558,0.05734715,AD
UGC05881,1.890707263,0.096130604,2.002148807,0.128126877,0.8869514,0.07283067,A,0.3889068,0.03350586,A,0.1340648,0.01909271,A
UGC06728,0.104094934,0.007669986,0,0.086989243,0,0.121695882,UC,0,0.19546355,UC,0,0.189037595,UC
UGC07064,1.748853695,0.092393878,3.089244107,0.175035389,1.25274,0.08868072,Ad,0.5546762,0.05607796,Ad,0.232936007,0.030298603,AD
UGC08327NED02,1.483076059,0.076527136,0.88358672,0.092058809,0.315917834,0.018398874,AD,0.111345656,0.00823516,AD,0.117080059,0.016067866,AD
UGC10593,0.510296185,0.034856937,0.916785511,0.063535863,0.464006165,0.042589554,A,0.237424184,0.033272443,A,0,0.10716604,U
UGC11185NED02,0.46694516,0.0305978,0.464872415,0.027364095,0.268510188,0.022555116,AD,0.219545762,0.026283154,AD,0,0.06235063,UD
UGC12237,0.63950205,0.039849653,1.083,0.068414457,0.909069891,0.122546517,A,0.433628198,0.066358473,A,0,0.183321165,U
UGC12282,1.189,0.070644099,3.685,0.189390818,2.594703,0.2306542,A,1.24074,0.1368464,A,0.4553369,0.06960685,A
UGC12741,0.460756212,0.02937709,1.077606607,0.075205416,0.515719014,0.049158638,A,0.248039902,0.028210257,A,0.086496981,0.016927593,A
UM614,0,0.061432828,0,0.10251168,0.041967275,0.006176525,A,0,0.077791096,U,0,0.097432151,U
VIIZw073,2.055574443,0.104177996,1.804377252,0.137902844,0.605842249,0.033917525,A,0.221159338,0.013901747,A,0.073273139,0.010471514,A
WKK1263,0.728057849,0.040119649,1.005165865,0.088926337,0.313058398,0.018187592,AC,0.128843869,0.011834619,AC,0,0.14370154,UC
WKK4374,0.276659958,0.019117309,0,0.762947819,0,2.549548122,UC,0,1.838783385,UC,0,1.39898016,UC
WKK4438,0.857807833,0.055812693,1.591688913,0.157737088,0,0.740340333,UC,0,0.805908049,UC,0,0.536124507,UC
WKK6092,0.196461318,0.013736883,0,0.057807084,0,0.079430712,U,0,0.092089873,U,0,0.082351399,U
WKK6471,0.084111895,0.00842346,0.519079059,0.054470971,0,0.361277219,UC,0,0.222263175,UC,0,0.165157316,UC
