name,ra,dec,objid,distance,specobjid,Column1,sigma_balmer,sigma_balmer_err,sigma_forbidden,sigma_forbidden_err,v_off_balmer,v_off_balmer_err,v_off_forbidden,v_off_forbidden_err,oii_3726_cont,oii_3726_cont_err,oii_3726_reqw,oii_3726_reqw_err,oii_3726_eqw,oii_3726_eqw_err,oii_3726_flux,oii_3726_flux_err,oii_3726_inst_res,oii_3726_chisq,oii_3729_cont,oii_3729_cont_err,oii_3729_reqw,oii_3729_reqw_err,oii_3729_eqw,oii_3729_eqw_err,oii_3729_flux,oii_3729_flux_err,oii_3729_inst_res,oii_3729_chisq,neiii_3869_cont,neiii_3869_cont_err,neiii_3869_reqw,neiii_3869_reqw_err,neiii_3869_eqw,neiii_3869_eqw_err,neiii_3869_flux,neiii_3869_flux_err,neiii_3869_inst_res,neiii_3869_chisq,h_delta_cont,h_delta_cont_err,h_delta_reqw,h_delta_reqw_err,h_delta_eqw,h_delta_eqw_err,h_delta_flux,h_delta_flux_err,h_delta_inst_res,h_delta_chisq,h_gamma_cont,h_gamma_cont_err,h_gamma_reqw,h_gamma_reqw_err,h_gamma_eqw,h_gamma_eqw_err,h_gamma_flux,h_gamma_flux_err,h_gamma_inst_res,h_gamma_chisq,oiii_4363_cont,oiii_4363_cont_err,oiii_4363_reqw,oiii_4363_reqw_err,oiii_4363_eqw,oiii_4363_eqw_err,oiii_4363_flux,oiii_4363_flux_err,oiii_4363_inst_res,oiii_4363_chisq,h_beta_cont,h_beta_cont_err,h_beta_reqw,h_beta_reqw_err,h_beta_eqw,h_beta_eqw_err,h_beta_flux,h_beta_flux_err,h_beta_inst_res,h_beta_chisq,oiii_4959_cont,oiii_4959_cont_err,oiii_4959_reqw,oiii_4959_reqw_err,oiii_4959_eqw,oiii_4959_eqw_err,oiii_4959_flux,oiii_4959_flux_err,oiii_4959_inst_res,oiii_4959_chisq,oiii_5007_cont,oiii_5007_cont_err,oiii_5007_reqw,oiii_5007_reqw_err,oiii_5007_eqw,oiii_5007_eqw_err,oiii_5007_flux,oiii_5007_flux_err,oiii_5007_inst_res,oiii_5007_chisq,hei_5876_cont,hei_5876_cont_err,hei_5876_reqw,hei_5876_reqw_err,hei_5876_eqw,hei_5876_eqw_err,hei_5876_flux,hei_5876_flux_err,hei_5876_inst_res,hei_5876_chisq,oi_6300_cont,oi_6300_cont_err,oi_6300_reqw,oi_6300_reqw_err,oi_6300_eqw,oi_6300_eqw_err,oi_6300_flux,oi_6300_flux_err,oi_6300_inst_res,oi_6300_chisq,nii_6548_cont,nii_6548_cont_err,nii_6548_reqw,nii_6548_reqw_err,nii_6548_eqw,nii_6548_eqw_err,nii_6548_flux,nii_6548_flux_err,nii_6548_inst_res,nii_6548_chisq,h_alpha_cont,h_alpha_cont_err,h_alpha_reqw,h_alpha_reqw_err,h_alpha_eqw,h_alpha_eqw_err,h_alpha_flux,h_alpha_flux_err,h_alpha_inst_res,h_alpha_chisq,nii_6584_cont,nii_6584_cont_err,nii_6584_reqw,nii_6584_reqw_err,nii_6584_eqw,nii_6584_eqw_err,nii_6584_flux,nii_6584_flux_err,nii_6584_inst_res,nii_6584_chisq,sii_6717_cont,sii_6717_cont_err,sii_6717_reqw,sii_6717_reqw_err,sii_6717_eqw,sii_6717_eqw_err,sii_6717_flux,sii_6717_flux_err,sii_6717_inst_res,sii_6717_chisq,sii_6731_cont,sii_6731_cont_err,sii_6731_reqw,sii_6731_reqw_err,sii_6731_eqw,sii_6731_eqw_err,sii_6731_flux,sii_6731_flux_err,sii_6731_inst_res,sii_6731_chisq,ariii7135_cont,ariii7135_cont_err,ariii7135_reqw,ariii7135_reqw_err,ariii7135_eqw,ariii7135_eqw_err,ariii7135_flux,ariii7135_flux_err,ariii7135_inst_res,ariii7135_chisq,oii_sigma,oii_flux,oii_flux_err,oii_voff,oii_chi2,oiii_sigma,oiii_flux,oiii_flux_err,oiii_voff,oiii_chi2,spectofiber
NGC5252,204.5667,4.5425,1237671958054502484,0.0311472912605268,960423171813566464,960423171813566464,216.831,1.871386,194.3799,0.8054923,13.38293,1.904621,10.42295,0.929002,84.67059,42.01829,-54.14887,0.5578879,-47.32227,0.5578879,0,-0.7390595,80.22118,0,83.83986,38.19781,-54.14887,0.5578879,-47.32227,0.5578879,0,-0.7390595,80.18124,29.13242,55.70641,10.45735,-19.48482,0.3540168,-20.43722,0.3540168,1088.955,17.17225,78.00547,5.994652,85.71626,8.817423,-2.075788,0.1669782,-3.262596,0.1669782,273.7469,11.46256,74.50229,0.9013599,95.56864,7.702848,-6.044853,0.1671877,-6.107649,0.1671877,550.7396,13.38419,71.05406,2.503777,97.91364,7.825441,-3.671053,0.178417,-2.131659,0.178417,179.1197,11.76313,70.7319,1.137552,131.8752,4.374269,-6.947046,0.1470011,-9.072057,0.1470011,1191.654,18.21716,64.25945,3.288989,135.0633,7.045904,-17.82152,0.1985346,-17.28463,0.1985346,2349.154,25.90565,63.09546,5.49642,129.6981,6.766028,-54.76581,0.4063776,-55.60052,0.4063776,7117.193,51.83961,62.55291,15.25429,149.6245,4.352414,-0.1968226,0.09181838,-0.4407322,0.09181838,82.5877,12.53693,62.25983,2.517777,153.811,4.018356,-9.080423,0.1511111,-9.2945,0.1511111,1377.957,22.1957,62.53383,12.42331,163.8637,114.3453,-9.797274,0.1567406,-9.845192,0.1567406,1333.994,11.57022,59.66678,15.92608,163.9522,114.2165,-26.32597,0.2393723,-28.01097,0.2393723,4552.627,41.5001,59.50096,5.709696,163.123,116.899,-23.53059,0.2280293,-23.6994,0.2280293,4023.633,34.89841,59.28632,8.509551,152.2556,61.55563,-13.02289,0.1809561,-13.01762,0.1809561,1997.127,28.27301,57.87682,7.886061,151.6315,61.59574,-12.21086,0.1737709,-12.11253,0.1737709,1833.256,26.77333,57.73381,5.705216,143.7429,3.904097,-0.6261616,0.08603686,-0.7093874,0.08603686,131.6079,16.09004,53.9442,1.715552,231.4801,0,1.045188,14.28709,14.42938,187.7916,7146.496,52.04873,13.52533,13.93344,0.7390595
NGC5273,205.5346,35.65417,1237664853103607848,0.0187906653815797,2365529238020319232,2365529238020319232,145.2937,1.706505,100.7677,0.6336919,0.5066212,1.613858,-7.180997,0.5928849,0,0,0,-1,0,-1,0,-0.7857272,0,0,0,0,0,-1,0,-1,0,-0.7857272,0,0,173.88,9.838279,-6.045835,0.1375652,-5.421448,0.1375652,874.6558,16.75148,80.60592,6.725665,234.036,5.491082,1.736684,0.08233859,-1.022293,0.08233859,273.4777,12.20788,77.01707,2.99862,243.6848,5.91396,-0.2817344,0.08631353,-1.43121,0.08631353,443.2992,13.84406,73.43663,8.398254,249.6905,5.837457,-2.591988,0.1079528,-1.539933,0.1079528,253.1442,14.65073,73.09677,2.449868,296.7704,7.100564,-0.8776926,0.08622226,-3.684788,0.08622226,1060.672,19.8982,66.1273,15.15778,280.3226,10.02944,-9.163494,0.1229642,-8.758477,0.1229642,2442.406,29.54071,64.8427,15.64534,271.0348,4.094769,-27.62655,0.2215623,-28.72252,0.2215623,7253.709,55.41426,64.22536,49.93813,280.4135,4.317674,-0.4501421,0.07609732,-0.5683852,0.07609732,145.5819,16.2171,59.38201,0.9024343,264.0194,5.916161,-2.511555,0.09807792,-2.471999,0.09807792,643.2248,19.65433,63.79227,5.030144,347.0719,67.66434,-7.262744,0.1189803,-8.033387,0.1189803,1458.495,13.78279,61.50984,97.69943,350.2888,68.81799,-10.89539,0.1359481,-13.7102,0.1359481,4263.61,44.9385,61.36207,76.16211,347.756,78.76467,-12.71457,0.1475949,-13.75307,0.1475949,4399.159,41.57203,61.16848,51.25466,265.9608,7.562327,-3.845229,0.1065882,-3.895281,0.1065882,1067.55,23.25683,59.83669,8.606148,264.3578,4.052628,-4.273445,0.1094882,-4.152759,0.1094882,1153.986,24.429,59.68049,9.344851,246.5503,3.427604,-0.9411697,0.0712513,-1.048122,0.0712513,281.8761,17.8313,55.71844,0.3232273,132.0043,0,1.111186,0.4603028,0,95.49133,7299.018,55.80116,-7.654238,53.10533,0.7857272
NGC5290,206.33,41.7125,1237661871336718430,0.00509500789016543,1550485444049790976,1550485444049790976,143.7271,3.160172,124.9292,2.205415,32.14032,2.997934,25.70414,2.120342,0,0,0,-1,0,-1,0,-0.9933807,0,0,0,0,0,-1,0,-1,0,-0.9933807,0,0,31.12132,3.575938,-1.921911,0.3852009,-1.102804,0.3852009,28.01237,7.050523,71.67448,1.706324,46.33635,2.514862,1.17679,0.2081253,-1.16265,0.2081253,31.95023,5.896582,67.03984,1.348297,52.66575,3.522662,-0.2748995,0.1875703,-1.984673,0.1875703,64.47864,6.086988,62.97071,1.662692,54.48174,3.158109,-1.149107,0.2194624,-0.6183906,0.2194624,19.80466,6.236287,62.6113,0.9907427,76.54199,1.940408,0.275183,0.1458916,-2.227098,0.1458916,170.4724,7.980809,56.21484,1.140081,80.49982,2.806733,-1.782417,0.1483847,-1.463172,0.1483847,130.3132,8.167752,55.25439,0.8674679,80.51971,2.369494,-4.822136,0.1620539,-5.536662,0.1620539,407.1329,10.27692,54.81046,2.396629,120.4559,2.989804,0.1178494,0.1045044,0.001080752,0.1045044,41.0032,9.525022,57.99076,2.249854,128.9744,3.0871,-2.857364,0.1283701,-2.707617,0.1283701,299.4583,12.91187,62.10049,2.373574,158.9703,19.17226,-2.999188,0.1272173,-2.950074,0.1272173,343.3178,6.468293,59.77996,7.699002,159.7875,20.07144,-6.493013,0.14483,-8.215206,0.14483,1217.801,21.93497,59.6266,9.973026,161.3119,22.75868,-6.539404,0.1453222,-6.623588,0.1453222,1035.526,19.50984,59.40955,6.635213,155.5359,5.477258,-2.837618,0.1268256,-2.768837,0.1268256,449.8316,16.42337,58.02471,1.602999,152.6647,5.134641,-2.344072,0.1251107,-2.114917,0.1251107,365.0967,15.85629,57.85866,2.248595,153.5706,2.351357,0.07424115,0.08224976,-0.1419123,0.08224976,28.57759,13.61588,53.4817,0.3151839,152.6702,0,1.404853,34.1402,0,120.0709,402.9316,10.71507,18.505,2.017372,0.9933807
NGC5506,213.3121,-3.2075,1237655497594896459,0.00824066795283952,1031347169430366208,1031347169430366208,231.0104,0.9912388,248.5414,0.4811302,45.94585,0.9619906,22.80934,0.5385367,0,0,0,-1,0,-1,0,-0.8337187,0,0,0,0,0,-1,0,-1,0,-0.8337187,0,0,41.66205,10.67234,-42.33871,0.6777158,-41.74308,0.6777158,1701.727,26.32855,86.33009,12.22198,43.9985,4.03422,-1.998531,0.34038,-2.661794,0.34038,445611.4,535156.1,0,0,49.95002,14.75234,-28.79544,0.3601725,-32.54807,0.3601725,1551.629,16.77313,79.41162,15.30598,50.90976,11.55868,-9.490819,0.2908376,-8.969208,0.2908376,374.8842,11.41114,79.04987,6.123639,67.34184,8.076004,-63.69558,0.4664368,-67.62482,0.4664368,4422.299,30.28253,70.99883,54.83572,77.04246,22.75643,-158.8487,0.9617875,-156.647,0.9617875,10768.51,63.03092,69.38297,127.0426,77.58919,21.61958,-488.1628,2.665522,-488.7192,2.665522,34325.45,163.614,68.61026,258.3811,84.08826,6.731333,-10.40004,0.163583,-10.72604,0.163583,943.4152,13.72997,64.48805,8.601813,92.93301,2.245524,-41.10816,0.3346164,-41.11775,0.3346164,3828.943,30.83676,68.51288,56.67399,108.0387,754.2605,-81.63287,0.5907933,-81.6784,0.5907933,8521.572,38.76036,64.83656,85.26787,109.8112,749.7712,-279.5839,1.570198,-281.9265,1.570198,28177.52,166.2563,64.61904,90.57505,110.197,757.6446,-240.2536,1.384995,-239.5527,1.384995,25703.03,116.9101,64.33668,118.6348,107.3903,16.40326,-93.30671,0.6381869,-93.01644,0.6381869,8393.461,66.49242,62.46381,126.8545,106.8861,15.565,-98.99308,0.6667448,-99.02805,0.6667448,9775.702,72.153,62.27209,150.6553,115.3251,12.46969,-13.21106,0.1802838,-13.71369,0.1802838,2531.996,27.30833,57.11339,33.65225,258.2312,0,1.179056,51.35984,0,278.7889,31946.71,158.9146,20.61958,259.6581,0.8337187
NGC5548,214.4979,25.13667,1237665532785786979,0.0165115269076994,2394812531219654656,2394812531219654656,306.942,2.582951,227.4084,0.8332193,100.2033,2.491225,111.0972,0.9584857,337.5435,59.22715,0,-1,0,-1,0,-0.5709854,0,0,337.5435,56.27034,0,-1,0,-1,0,-0.5709854,0,0,322.484,42.0249,-12.64237,0.1644775,-11.88013,0.1644775,3593.708,47.62235,78.13825,15.25576,254.0446,23.43057,-2.134757,0.1153901,-5.178589,0.1153901,1331.187,27.66057,75.062,3.151376,281.8098,59.26906,-5.24861,0.121195,-7.005773,0.121195,2032.619,33.25911,71.77483,7.163148,274.3961,61.29829,-9.910583,0.152945,-8.226361,0.152945,1691.202,32.10452,71.46804,27.43746,362.2913,37.20022,-7.759292,0.1289083,-10.36925,0.1289083,3850.311,48.30591,64.51708,15.47276,309.983,42.85368,-27.85891,0.2583228,-26.16163,0.2583228,7766.307,75.4081,63.1795,15.70769,274.4548,10.10654,-94.89725,0.5754646,-94.38215,0.5754646,24744.23,147.586,62.5209,49.42548,231.2488,5.909686,-1.657017,0.08666413,-1.904044,0.08666413,522.6022,21.31339,61.90152,3.95823,214.5763,8.841475,-6.345859,0.1361583,-6.147953,0.1361583,1419.008,29.43814,65.53222,6.906171,597.1398,164.1024,-7.055732,0.1344161,-8.264373,0.1344161,2185.486,29.94647,62.49847,74.77924,597.9075,162.2719,-19.91431,0.1983923,-22.00049,0.1983923,13544.76,136.4591,62.32175,54.87676,557.8522,208.4015,-12.49326,0.1629218,-12.96301,0.1629218,6591.931,90.32538,62.07542,83.77187,287.602,11.23731,-1.515875,0.1133628,-1.033308,0.1133628,430.5288,33.59746,60.57759,37.17455,263.4101,11.02925,-4.699481,0.129216,-3.800294,0.129216,819.4949,32.94486,60.42614,36.99524,202.2819,6.540954,-0.8237975,0.08489733,-0.9480369,0.08489733,431.5777,24.73665,56.49834,2.082864,307.6773,0,0.8074952,100.4433,0,221.8137,24962.48,148.7894,109.7142,50.27084,0.5709854
NGC5610,216.0954,24.61417,1237665549963821173,0.00893167864948087,2399348565768955904,2399348565768955904,112.5105,0.7925634,128.67,0.8254451,9.906937,0.8031026,7.019698,0.8632016,27.766,3.310351,0,-1,0,-1,0,-0.7832282,0,0,27.766,3.229832,0,-1,0,-1,0,-0.7832282,0,0,34.35673,3.231869,-2.178442,0.3179992,-1.363631,0.3179992,39.66235,6.922163,81.83665,1.807542,43.82874,1.854599,0.5396392,0.1922922,-2.37795,0.1922922,104.781,5.231005,77.19115,0.468022,45.70774,2.031519,-2.574553,0.1877577,-4.851994,0.1877577,206.2438,5.891624,72.93381,2.55527,46.80751,1.809304,-1.140772,0.203895,-0.4894666,0.203895,17.062,5.135805,72.54764,1.149365,53.89458,1.487179,-7.414926,0.1806209,-10.40189,0.1806209,546.5507,8.085616,65.29819,8.26642,56.57589,1.298447,-3.382057,0.1530085,-3.098222,0.1530085,170.602,6.319814,64.10043,1.200515,56.72338,1.104901,-10.19215,0.1861785,-10.87574,0.1861785,559.4995,8.936867,63.54049,7.832237,70.63423,1.630847,-1.143896,0.1115943,-1.265609,0.1115943,94.41706,5.620834,61.25796,0.6814928,69.61834,1.82165,-2.868304,0.1334522,-2.776891,0.1334522,187.7753,7.411863,61.11689,1.957887,74.45284,9.781079,-12.05013,0.1846566,-12.16737,0.1846566,911.3899,6.826297,58.80363,28.50409,74.88837,10.96632,-53.3728,0.4338379,-55.72968,0.4338379,3915.369,30.71075,58.66589,41.17916,75.25859,11.27098,-37.52384,0.3375176,-37.8461,0.3375176,2748.962,20.58967,58.48721,36.8933,75.36427,1.487297,-11.08568,0.1787924,-11.27305,0.1787924,833.315,12.53932,57.30659,6.14869,75.41747,1.153511,-9.28128,0.1686723,-9.373256,0.1686723,707.8204,11.76239,57.17309,6.740978,74.68192,1.398454,-0.2870315,0.08919375,-0.3807996,0.08919375,33.18219,7.293665,54.04924,0.2912686,148.1477,0,1.107652,13.04491,0,145.0689,577.6042,9.5241,4.793249,6.918025,0.7832282
NGC5683,218.7183,48.66195,1237662303509676064,0.0109489225654187,1178899711688468480,1178899711688468480,500,0,131.6985,1.227539,141.8215,4.115052,-28.83061,1.206052,200.1928,9.226351,-3.704931,0.1519773,-3.123849,0.1519773,358.1211,24.92401,86.78792,1.03305,199.2049,9.326269,-3.704931,0.1519773,-3.123849,0.1519773,257.6122,24.4615,86.74027,0.6853132,171.8872,20.29147,-2.105069,0.1340591,-2.005622,0.1340591,347.3181,15.55425,84.21648,2.42392,154.4596,14.40583,-2.185434,0.1235113,-4.571671,0.1235113,888.4661,21.78131,80.40618,3.267834,155.535,16.91558,-4.226849,0.1292525,-5.537141,0.1292525,1113.715,23.05318,76.94176,4.095219,152.0627,18.89476,-5.697205,0.1541662,-4.082565,0.1541662,257.8515,13.31846,76.63203,8.055427,179.9978,29.79783,-5.882341,0.1305348,-8.450193,0.1305348,2159.338,28.62354,70.94115,21.83676,139.9356,5.286733,-6.764414,0.1444725,-5.705241,0.1444725,890.8116,17.17845,70.04162,7.209884,128.5797,6.771889,-23.77375,0.2397173,-24.10456,0.2397173,2980.384,29.00945,69.62025,12.20258,120.9756,3.913792,-1.332298,0.1082907,-1.670457,0.1082907,356.442,17.32403,79.92858,4.010145,107.8629,1.623086,-1.81095,0.1219537,-1.668052,0.1219537,192.6673,10.60249,75.59679,0.9366521,206.9888,92.73634,-11.83619,0.1626059,-11.97236,0.1626059,614.7968,11.72729,71.63684,68.47989,208.8606,86.94946,-22.53848,0.2153983,-24.02741,0.2153983,8206.556,66.45007,71.42938,85.95269,200.4438,96.74437,-21.25059,0.2099275,-21.29447,0.2099275,1854.369,35.37217,71.10761,80.82558,111.3273,2.394528,-1.792381,0.1234344,-1.368727,0.1234344,204.3443,11.51612,69.13659,6.084611,107.9452,3.636924,-2.114355,0.1264501,-1.626546,0.1264501,219.0024,11.53552,68.9356,4.40954,96.10111,2.075656,-0.542333,0.09197975,-0.6978669,0.09197975,81.38389,9.867305,63.50943,0.7443281,186.398,611.9081,134.1271,78.39809,0.6570637,121.1935,2980.4,28.99456,-31.70539,9.380039,0.7634936
SBS0915+556,139.805,55.46528,1237651190286909522,0.000907261573005982,507838614357436416,507838614357436416,195.5278,0.6273466,175.5369,0.3227516,11.30308,0.7032651,5.443685,0.4107605,25.80033,4.347083,-99.22381,0.8261623,-99.71757,0.8261623,1559.146,24.54366,82.28397,2.20363,25.87251,4.457228,-99.22381,0.8261623,-99.71757,0.8261623,985.2316,22.47965,82.16457,1.439316,23.5433,4.557922,-55.25317,0.5893035,-55.76477,0.5893035,1252.572,12.47302,79.64063,33.7552,29.40224,3.546145,-12.09477,0.2626875,-14.06981,0.2626875,413.4509,6.620327,75.80089,5.819792,30.48667,2.403366,-23.79465,0.2868497,-24.57281,0.2868497,744.5361,7.979104,72.11308,4.841637,31.06135,2.369288,-15.15064,0.2738063,-13.93689,0.2738063,407.8403,6.412454,71.79139,2.494636,38.93858,2.276221,-41.12092,0.3062109,-43.54402,0.3062109,1688.301,11.69675,65.07079,9.555334,39.81437,2.964426,-143.015,0.737801,-142.3679,0.737801,5599.64,28.16615,63.80987,14.44768,39.37346,2.565993,-439.4171,2.028852,-440.4082,2.028852,17036.43,74.89751,63.266,30.84662,39.5531,1.202454,-3.959031,0.1515019,-4.07331,0.1515019,164.873,5.40685,65.47073,0.645353,38.53389,2.40779,-9.095982,0.1583019,-9.034328,0.1583019,346.1805,5.657524,60.62196,8.334947,48.56781,34.87581,-14.34449,0.1775529,-14.82541,0.1775529,442.8185,3.249595,58.10075,61.57773,48.66896,34.90871,-133.3929,0.6747462,-135.5775,0.6747462,6714.849,32.35621,57.8237,29.02015,47.79575,40.05541,-29.06327,0.2292292,-29.28498,0.2292292,1335.643,9.801517,57.70924,44.91719,40.5129,22.50722,-18.49821,0.1983492,-18.22472,0.1983492,736.6764,7.976047,56.54709,7.712603,39.93442,22.57364,-17.16331,0.1921053,-16.82606,0.1921053,675.1547,7.609565,56.43142,5.679944,37.15263,0.8719971,-4.594406,0.1229794,-4.72068,0.1229794,236.6441,5.638454,53.17876,1.356032,186.8315,2564.54,202.6783,-1.003959,0.6387948,173.6418,17182.83,75.97056,7.850044,28.02847,0.7370101
SDSSJ104326.47+110524.2,160.8604,11.09,1237660669820403794,0.00792307619098549,1802651015267248128,1802651015267248128,500,0,67.87453,0.5064815,-26.74442,3.626214,40.43195,0.4599662,115.5129,10.96869,-11.27648,0.1810063,-11.0621,0.1810063,721.6966,15.06383,82.45425,8.612858,114.8692,10.98222,-11.27648,0.1810063,-11.0621,0.1810063,531.7994,13.9817,82.40549,9.689126,99.18822,9.554203,-4.680267,0.145042,-4.208648,0.145042,363.5984,9.174238,80.35413,22.5688,83.55779,3.900831,-2.860118,0.126727,-5.704098,0.126727,560.0676,12.12575,76.85818,13.83051,83.05397,4.385445,-5.2501,0.136937,-7.329055,0.136937,671.053,12.89913,73.25987,28.08289,80.62467,6.829947,-5.113421,0.1540383,-3.698426,0.1540383,163.1507,6.353426,72.91273,2.724427,92.35777,8.478546,-10.04419,0.1550464,-12.70392,0.1550464,1188.393,15.87206,65.57929,65.33102,65.81639,5.111187,-21.52329,0.2482031,-20.12101,0.2482031,1377.604,14.97614,64.18305,13.13388,60.66978,3.037728,-74.55138,0.631417,-74.93333,0.631417,4428.546,36.10411,63.50734,13.78794,50.36469,1.972156,-2.036583,0.1325311,-2.335836,0.1325311,178.1175,8.775318,72.00996,5.646819,44.32534,1.002176,-5.693523,0.1512119,-5.591715,0.1512119,236.3142,5.17149,65.22567,1.806858,130.5862,38.44381,-14.45757,0.1749635,-15.35372,0.1749635,167.246,4.368808,62.09687,73.38457,132.399,32.06382,-29.02104,0.2622401,-31.14771,0.2622401,5035.186,38.58831,61.92822,182.3321,127.0881,45.1921,-11.38488,0.1617959,-12.17851,0.1617959,504.4526,13.17732,61.71182,35.79919,46.00207,6.069307,-5.415222,0.152519,-4.379922,0.152519,245.4474,5.635407,60.34488,5.304528,44.52543,4.882202,-4.883836,0.1508089,-4.49079,0.1508089,212.9039,5.287518,60.19661,0.9856765,37.79861,0.9022845,-1.201261,0.1039563,-1.330246,0.1039563,53.9594,3.578427,57.01093,0.2296193,60.97028,1265.287,28.12609,1.781782,0.2975672,66.67484,4445.388,36.35831,41.93342,15.19061,0.4992698
UGC03995A,116.0292,29.24917,1237657594608615665,0.00741123771888307,1000988008901535744,1000988008901535744,41.84274,1.777758,51.6389,3.134449,-3.289921,1.118544,-2.448394,2.196439,26.50986,2.633303,0,-1,0,-1,0,-0.7745718,0,0,26.50986,2.632426,0,-1,0,-1,0,-0.7745718,0,0,13.30233,1.837005,-1.811908,0.5748264,-0.4906042,0.5748264,-4.473264,3.410064,80.67344,0.3908475,16.74674,1.50488,1.505042,0.3503407,-0.9252051,0.3503407,22.06519,2.858627,76.79224,0.9847456,17.2332,1.231734,0.02289674,0.3043908,-2.282837,0.3043908,36.76217,2.533405,73.04112,1.384631,17.58302,1.137237,-0.842887,0.3468908,-0.4279488,0.3468908,-0.5604096,2.524494,72.69366,0.2331651,19.06779,1.024133,-1.160945,0.2385437,-3.816518,0.2385437,67.61794,2.584123,65.83149,4.416658,19.48836,0.850639,-0.1681082,0.2242067,0.2849043,0.2242067,4.518172,2.199817,64.63433,1.315051,19.30684,0.986657,-0.4655892,0.2258062,-1.024441,0.2258062,18.69459,2.29227,64.05849,0.5736122,19.8101,0.6969287,-0.5133008,0.2008156,-0.3871981,0.2008156,7.203649,2.039926,61.8224,0.1686547,18.86835,0.6143484,0.2143684,0.1766805,0.2242617,0.1766805,1.159415,1.832211,60.78476,0.512525,18.87601,0.5324278,-1.589434,0.1771425,-1.466557,0.1771425,30.18173,0.8335583,58.30313,1.012542,18.87954,0.493589,-10.02319,0.2239972,-12.1365,0.2239972,230.2146,3.474738,58.17478,1.443784,18.86452,0.5061937,-4.859212,0.1914496,-4.996579,0.1914496,91.03508,2.514202,57.97612,1.291091,18.42654,0.5040361,-2.012883,0.1869197,-2.136611,0.1869197,40.40621,2.137528,56.77063,0.1564194,18.37757,0.5369843,-1.103276,0.1916865,-1.098614,0.1916865,24.25253,2.13063,56.64896,0.8260494,17.55574,0.7561331,-0.5379807,0.1630024,-0.7825419,0.1630024,6.224921,2.110665,53.48174,2.015528,92.33173,0,1.09541,0.6798251,0,32.04253,17.7349,2.537636,-15.14308,0.3243313,0.7745718
UGC05881,161.6771,25.93167,1237667430639468582,0.00816294003599627,2651632058064988160,2651632058064988160,136.806,0.8291243,136.2514,0.8578164,4.801822,0.9233674,-13.64264,0.917505,187.0058,9.01556,0,-1,0,-1,0,-0.7295109,77.17902,0,180.9251,6.84821,0,-1,0,-1,0,-0.7295109,77.25041,0,90.47782,6.947213,-2.955131,0.1674971,-1.765415,0.1674971,163.2328,9.347957,73.10629,3.036668,112.6954,2.880994,1.096325,0.1095347,-2.077157,0.1095347,243.7621,8.049767,68.27112,0.235728,113.9713,2.294938,-1.623986,0.1149812,-3.714056,0.1149812,451.5322,9.325901,63.99828,3.293019,118.0287,2.403337,-0.8227017,0.1288889,-0.07854642,0.1288889,17.58132,8.303263,63.69539,0.5310299,132.266,2.366452,-5.088779,0.1217683,-8.18245,0.1217683,1107.254,13.81329,56.89967,4.718308,135.773,2.851607,-4.871488,0.1172354,-4.666339,0.1172354,616.8796,12.57083,55.90673,6.292731,133.7616,2.569024,-13.77685,0.1593839,-14.45252,0.1593839,1826.258,19.39817,55.37905,31.3027,149.3551,6.779265,-0.586517,0.08305609,-0.6638983,0.08305609,116.8964,9.367529,59.90575,0.370838,143.0834,1.996212,-1.400816,0.101099,-1.319218,0.101099,187.2785,11.30101,63.81623,0.1854057,148.5549,5.869057,-6.951151,0.1267698,-7.031241,0.1267698,1107.102,8.598342,61.33845,8.488391,148.6802,5.859119,-35.29012,0.268286,-37.5163,0.268286,5518.173,39.50558,61.16246,25.65379,148.5171,5.988955,-22.65294,0.203422,-22.84923,0.203422,3339.275,25.93456,60.98655,22.0073,147.7857,2.036843,-6.541116,0.1262362,-6.713929,0.1262362,989.6293,16.8648,59.65713,4.512474,147.7182,1.285333,-5.303669,0.1235528,-5.370622,0.1235528,803.9565,16.35477,59.49917,3.952534,140.6701,2.506029,-0.3055586,0.07582355,-0.4413136,0.07582355,68.15251,11.80228,55.50064,0.4199437,136.6979,0,1.031684,4.798029,0,133.1447,1870.194,19.65658,-42.12653,6.067523,0.7295109
