name,ra,dec,objid,distance,specobjid,Column1,sigma_balmer,sigma_balmer_err,sigma_forbidden,sigma_forbidden_err,v_off_balmer,v_off_balmer_err,v_off_forbidden,v_off_forbidden_err,oii_3726_cont,oii_3726_cont_err,oii_3726_reqw,oii_3726_reqw_err,oii_3726_eqw,oii_3726_eqw_err,oii_3726_flux,oii_3726_flux_err,oii_3726_inst_res,oii_3726_chisq,oii_3729_cont,oii_3729_cont_err,oii_3729_reqw,oii_3729_reqw_err,oii_3729_eqw,oii_3729_eqw_err,oii_3729_flux,oii_3729_flux_err,oii_3729_inst_res,oii_3729_chisq,neiii_3869_cont,neiii_3869_cont_err,neiii_3869_reqw,neiii_3869_reqw_err,neiii_3869_eqw,neiii_3869_eqw_err,neiii_3869_flux,neiii_3869_flux_err,neiii_3869_inst_res,neiii_3869_chisq,h_delta_cont,h_delta_cont_err,h_delta_reqw,h_delta_reqw_err,h_delta_eqw,h_delta_eqw_err,h_delta_flux,h_delta_flux_err,h_delta_inst_res,h_delta_chisq,h_gamma_cont,h_gamma_cont_err,h_gamma_reqw,h_gamma_reqw_err,h_gamma_eqw,h_gamma_eqw_err,h_gamma_flux,h_gamma_flux_err,h_gamma_inst_res,h_gamma_chisq,oiii_4363_cont,oiii_4363_cont_err,oiii_4363_reqw,oiii_4363_reqw_err,oiii_4363_eqw,oiii_4363_eqw_err,oiii_4363_flux,oiii_4363_flux_err,oiii_4363_inst_res,oiii_4363_chisq,h_beta_cont,h_beta_cont_err,h_beta_reqw,h_beta_reqw_err,h_beta_eqw,h_beta_eqw_err,h_beta_flux,h_beta_flux_err,h_beta_inst_res,h_beta_chisq,oiii_4959_cont,oiii_4959_cont_err,oiii_4959_reqw,oiii_4959_reqw_err,oiii_4959_eqw,oiii_4959_eqw_err,oiii_4959_flux,oiii_4959_flux_err,oiii_4959_inst_res,oiii_4959_chisq,oiii_5007_cont,oiii_5007_cont_err,oiii_5007_reqw,oiii_5007_reqw_err,oiii_5007_eqw,oiii_5007_eqw_err,oiii_5007_flux,oiii_5007_flux_err,oiii_5007_inst_res,oiii_5007_chisq,hei_5876_cont,hei_5876_cont_err,hei_5876_reqw,hei_5876_reqw_err,hei_5876_eqw,hei_5876_eqw_err,hei_5876_flux,hei_5876_flux_err,hei_5876_inst_res,hei_5876_chisq,oi_6300_cont,oi_6300_cont_err,oi_6300_reqw,oi_6300_reqw_err,oi_6300_eqw,oi_6300_eqw_err,oi_6300_flux,oi_6300_flux_err,oi_6300_inst_res,oi_6300_chisq,nii_6548_cont,nii_6548_cont_err,nii_6548_reqw,nii_6548_reqw_err,nii_6548_eqw,nii_6548_eqw_err,nii_6548_flux,nii_6548_flux_err,nii_6548_inst_res,nii_6548_chisq,h_alpha_cont,h_alpha_cont_err,h_alpha_reqw,h_alpha_reqw_err,h_alpha_eqw,h_alpha_eqw_err,h_alpha_flux,h_alpha_flux_err,h_alpha_inst_res,h_alpha_chisq,nii_6584_cont,nii_6584_cont_err,nii_6584_reqw,nii_6584_reqw_err,nii_6584_eqw,nii_6584_eqw_err,nii_6584_flux,nii_6584_flux_err,nii_6584_inst_res,nii_6584_chisq,sii_6717_cont,sii_6717_cont_err,sii_6717_reqw,sii_6717_reqw_err,sii_6717_eqw,sii_6717_eqw_err,sii_6717_flux,sii_6717_flux_err,sii_6717_inst_res,sii_6717_chisq,sii_6731_cont,sii_6731_cont_err,sii_6731_reqw,sii_6731_reqw_err,sii_6731_eqw,sii_6731_eqw_err,sii_6731_flux,sii_6731_flux_err,sii_6731_inst_res,sii_6731_chisq,ariii7135_cont,ariii7135_cont_err,ariii7135_reqw,ariii7135_reqw_err,ariii7135_eqw,ariii7135_eqw_err,ariii7135_flux,ariii7135_flux_err,ariii7135_inst_res,ariii7135_chisq,oii_sigma,oii_flux,oii_flux_err,oii_voff,oii_chi2,oiii_sigma,oiii_flux,oiii_flux_err,oiii_voff,oiii_chi2,spectofiber
IC0486,120.0875,26.61361,1237657878077702182,0.00392830007076364,1046000089421604864,1046000089421604864,166.1962,2.444592,166.336,1.0237,-18.41073,2.408433,-38.98726,1.113769,72.58359,4.652358,-18.25912,0.3184897,-19.30174,0.3184897,645.9515,24.56607,86.92596,1.935972,72.74828,4.584427,-18.25912,0.3184897,-19.30174,0.3184897,759.8711,25.23505,86.85926,2.245178,87.87475,5.494597,-4.715567,0.1883809,-3.38003,0.1883809,303.2938,12.55274,84.15951,4.03951,118.5723,3.854203,2.602113,0.1041647,-0.1584976,0.1041647,60.99971,8.119976,79.82034,1.769155,120.3536,2.568261,0.4780007,0.1091651,-1.067244,0.1091651,153.8255,8.851665,75.58201,1.229023,124.2057,2.6492,-1.453419,0.1349016,-0.3705778,0.1349016,69.36948,10.36937,75.18705,0.4309449,146.7334,2.60563,0.4006127,0.1010643,-2.429749,0.1010643,389.5215,11.63178,67.29454,1.979162,150.4768,3.243075,-9.772463,0.1472277,-9.658676,0.1472277,1414.261,20.01799,65.88145,3.466559,147.6907,2.816816,-27.36503,0.2402185,-28.15412,0.2402185,4072.924,34.4453,65.22298,15.07958,161.8468,1.879081,-0.0310451,0.08262859,-0.0474323,0.08262859,32.4138,10.71684,61.33477,0.7905262,156.7112,2.012447,-2.267258,0.1196334,-2.195639,0.1196334,356.5206,16.38267,61.61031,2.204116,172.1916,60.51848,-5.584486,0.1319669,-5.630729,0.1319669,821.8181,9.041069,58.93982,8.29661,173.0832,37.84956,-10.43423,0.1573932,-12.57607,0.1573932,2085.451,27.2242,58.78148,5.942695,172.5864,61.05639,-13.82065,0.1776204,-14.12395,0.1776204,2478.793,27.26992,58.57592,15.43385,161.5543,1.854229,-4.757647,0.1317798,-4.780028,0.1317798,761.4366,19.76081,57.21118,13.5847,160.7253,1.969378,-4.552234,0.1302203,-4.47932,0.1302203,753.0288,19.56929,57.07137,8.041734,150.9815,4.172195,-0.62947,0.09380881,-0.7807521,0.09380881,151.5992,17.13004,53.30375,0.3965582,171.9483,1405.002,343.3879,-88.64198,1.625583,173.0535,4107.965,34.51797,-55.01056,6.630123,0.7462888
IC2461,139.9917,37.19139,1237660343397515472,0.00863746198636437,1365758693181777920,1365758693181777920,76.28955,2.245226,141.7253,2.157618,4.791102,1.840929,4.339485,2.137574,0,0,0,-1,0,-1,0,-0.752358,87.76174,0,0,0,0,-1,0,-1,0,-0.752358,87.76174,0,17.37164,2.501343,0.1253584,0.546102,0.4274907,0.546102,9.80356,5.806792,85.06133,1.730711,28.41917,1.849932,0.8274617,0.2649279,-0.5250509,0.2649279,14.20494,3.662784,79.28578,1.319575,30.97585,1.390194,-1.018976,0.2244091,-1.460116,0.2244091,41.4172,3.591733,74.03364,0.5753912,31.9213,1.55077,-0.7718272,0.2544282,-0.0982855,0.2544282,-2.380659,4.517105,73.56368,0.583918,42.1025,1.295816,0.02345889,0.1614483,-1.903427,0.1614483,87.51552,3.950658,64.8981,1.724239,43.50769,1.682809,-2.867967,0.1680759,-2.540884,0.1680759,109.9099,5.385425,63.50148,1.439417,43.1175,1.785297,-7.412729,0.1906557,-8.311461,0.1906557,340.0672,6.964946,62.86796,2.073801,54.53491,1.871448,-0.0187558,0.126183,-0.0009903624,0.126183,6.571504,3.99289,61.14827,0.602617,54.18127,1.46634,-0.5685022,0.1327522,-0.4182559,0.1327522,31.33076,5.541222,62.19976,0.6096153,57.60342,7.045534,-3.051104,0.1433718,-3.000479,0.1433718,180.054,2.925513,59.94757,6.030591,57.66475,6.954616,-6.992582,0.163334,-8.890711,0.163334,440.8547,7.809573,59.81492,8.952826,57.74526,7.062866,-9.660748,0.1765503,-9.756808,0.1765503,543.0844,8.824012,59.64285,7.406379,57.46352,2.652379,-3.004498,0.1517216,-3.194075,0.1517216,182.8083,7.764723,58.50472,2.966301,57.45719,2.669332,-2.895504,0.1417677,-2.968955,0.1417677,161.7793,6.897154,58.3886,0.8915386,56.58994,1.200642,-0.08640847,0.09399487,-0.3007959,0.09399487,19.63019,6.05356,55.29184,0.5395315,76.04862,0,1.063995,4.77597,0,139.1703,338.3806,7.243951,-2.183196,1.953491,0.752358
IC2637,168.4571,9.586389,1237660613973049348,0.0124421464849525,1375943465883428864,1375943465883428864,172.8826,1.733704,168.5639,1.198199,12.28208,1.71982,-16.73689,1.297981,95.40738,7.374938,-17.95485,0.2553307,-17.47994,0.2553307,1047.925,26.71596,72.63683,3.039058,95.52919,7.230276,-17.95485,0.2553307,-17.47994,0.2553307,639.1688,25.12589,72.61557,2.9412,121.1265,5.963598,-3.651983,0.1427544,-2.433894,0.1427544,256.6407,12.28346,71.43545,3.331838,149.9794,4.339038,2.901561,0.09512137,-0.370723,0.09512137,106.2102,9.614408,69.40527,2.301463,151.2827,3.891339,0.5343542,0.1048378,-1.507608,0.1048378,257.6844,11.21725,67.29485,1.975038,154.9343,3.141373,-1.508416,0.1305107,-0.6301505,0.1305107,63.82386,12.27733,67.10052,0.6083856,172.9642,3.848307,-1.225184,0.1089002,-4.253948,0.1089002,732.654,15.69523,62.79885,2.875969,172.4225,6.440152,-4.398014,0.1228156,-4.018642,0.1228156,701.2606,17.68024,61.99137,2.117247,165.7736,4.72201,-13.14262,0.1667005,-13.75863,0.1667005,2183.46,25.85782,61.596,8.000886,163.9613,2.817767,-0.5240564,0.08917288,-0.6631815,0.08917288,99.44467,11.94913,64.69023,0.2611729,154.4527,2.342603,-3.712836,0.1239482,-3.755584,0.1239482,595.1646,17.2591,64.27142,0.878566,171.0377,49.26701,-8.675051,0.1527403,-8.810737,0.1527403,1145.889,10.52213,62.00626,20.89659,173.1744,46.77499,-21.05522,0.2154088,-23.35915,0.2154088,3909.164,37.24656,61.89973,14.9555,172.1774,91.16986,-18.97063,0.2036479,-19.35694,0.2036479,3456.265,31.73715,61.73701,18.54961,152.7539,2.230124,-6.036345,0.139322,-6.00177,0.139322,933.4137,20.3016,60.80237,8.238269,151.4819,2.215265,-4.955011,0.1342202,-4.813722,0.1342202,774.3212,19.34366,60.71306,5.540711,139.3837,2.324157,-0.3255789,0.08742764,-0.4841388,0.08742764,90.79077,14.70423,58.71381,0.8437831,185.9953,1672.957,136.9632,63.04175,0.9866692,168.7538,2194.189,26.21544,-32.37259,7.154688,0.7243166
IC2921,173.2054,10.29639,1237658493350182949,0.00719208929632512,1377148256051554304,1377148256051554304,500,0,192.5336,2.066414,-75.81829,6.958259,21.17885,2.136729,28.16902,4.455281,-5.42648,0.549087,-6.558571,0.549087,54.50102,16.0994,77.2178,1.140267,28.14228,4.573642,-5.42648,0.549087,-6.558571,0.549087,138.2135,16.63181,77.1193,1.173549,27.3117,3.389511,-3.59231,0.4475691,-3.965656,0.4475691,120.1108,8.866759,73.33447,1.033212,40.45875,2.417691,-1.219004,0.2713404,-1.956876,0.2713404,96.7822,12.53548,67.98895,1.470666,49.05507,2.763768,-2.457688,0.222995,-2.252797,0.222995,143.1878,12.48223,63.66611,1.787238,50.57512,2.802683,-2.727666,0.2562017,-1.15558,0.2562017,35.4067,8.187926,63.30436,0.6959557,70.99451,3.637627,-2.463485,0.1685738,-4.331022,0.1685738,401.2722,14.4513,57.6688,2.68641,69.76598,2.292716,-5.823204,0.1835999,-4.840428,0.1835999,368.5779,11.13905,56.99995,2.826549,66.77694,1.754106,-19.89122,0.2565041,-20.67871,0.2565041,1368.334,16.57487,56.72041,3.115615,76.22892,2.121475,-0.3202436,0.1381078,-0.6203172,0.1381078,51.96862,13.85786,66.85759,1.486092,74.91757,1.815519,-0.8840688,0.1374599,-0.6917005,0.1374599,58.19543,9.132226,62.6681,0.8379093,118.9509,38.28813,-11.2901,0.1754836,-11.32873,0.1754836,438.4091,7.548224,59.83426,41.14672,120.3491,36.76081,-15.07695,0.1927049,-16.59244,0.1927049,3011.014,33.94995,59.66698,34.23599,118.1623,41.63954,-14.34984,0.1958565,-14.61691,0.1958565,1322.343,22.76716,59.4502,16.43017,81.32414,6.070202,-1.409472,0.1379981,-1.010484,0.1379981,115.3692,10.52123,58.02309,4.759709,79.87278,5.861703,-1.689907,0.1391161,-1.371367,0.1391161,119.8229,10.36093,57.86219,1.708978,73.00937,1.41013,-0.4461298,0.1013203,-0.5150624,0.1013203,48.90452,9.627696,54.11603,0.6934652,149.9324,182.8494,79.91472,53.1129,1.032348,180.8613,1353.053,16.52275,15.41229,2.528247,0.7647328
KUG1141+371,176.1246,36.88583,1237664337715920901,0.0085482174928806,2248456806328199168,2248456806328199168,302.7099,4.915244,114.5722,1.129017,-7.222195,4.508285,29.97247,1.068967,84.47587,5.571608,-4.705642,0.2409425,-5.085742,0.2409425,188.709,14.66136,80.49526,0.5058975,84.0584,5.684031,-4.705642,0.2409425,-5.085742,0.2409425,218.9527,14.85118,80.49193,0.6878724,70.56627,7.164774,-2.602677,0.1994218,-2.200701,0.1994218,163.5397,8.806417,78.63116,1.714259,65.63189,3.665952,-1.008762,0.1608315,-3.331473,0.1608315,222.1759,9.593359,75.71497,1.002273,65.63437,3.697891,-2.372814,0.1539605,-3.929152,0.1539605,249.2569,9.277023,72.85506,2.150756,66.26795,4.291559,-2.647816,0.1796329,-1.659384,0.1796329,48.31844,6.160813,72.64272,2.986649,80.76435,3.708019,-1.513402,0.1268136,-4.129083,0.1268136,353.5405,10.225,67.61967,4.779063,71.3922,2.911548,-5.989494,0.1519809,-5.026212,0.1519809,411.1228,8.641954,66.82371,8.280729,64.58798,2.872433,-22.40535,0.2366041,-22.8888,0.2366041,1396.468,13.93178,66.43106,19.00188,63.86982,1.309888,-0.4765143,0.117138,-0.5735133,0.117138,42.36722,7.82532,66.50225,0.5154711,60.05074,1.465506,-2.827885,0.1264977,-2.698803,0.1264977,150.8027,5.808311,62.33326,1.439577,101.9404,20.59059,-5.989599,0.1268082,-6.327057,0.1268082,256.866,3.886182,59.45093,36.12301,102.8407,14.74389,-7.988191,0.1362958,-9.816796,0.1362958,1147.512,17.21598,59.27605,26.03213,101.7999,21.03183,-8.378733,0.1397481,-9.016853,0.1397481,774.7672,11.72161,59.05479,29.5645,64.67716,7.536665,-2.284178,0.1231536,-1.464583,0.1231536,139.2531,6.322268,57.57755,7.360099,63.21852,7.325799,-2.466973,0.1251351,-2.002239,0.1251351,144.4257,6.279333,57.42673,3.622836,54.60708,0.8891806,-0.4117013,0.09195999,-0.4650379,0.09195999,30.28946,5.178203,53.41139,0.6453789,171.5872,413.0062,91.30147,-74.23369,0.471626,107.098,1391.577,13.90407,26.3744,19.12933,0.5369938
KUG1208+386,182.6846,38.33611,1237664339328827423,0.00667258778510838,2373430047240382464,2373430047240382464,354.4327,3.43592,138.7516,1.151464,-19.47405,3.159813,17.77954,1.165949,196.6695,47.84525,-4.716459,0.1668741,-4.708723,0.1668741,448.7468,52.6398,82.61115,0.4128525,196.6667,47.02488,-4.716459,0.1668741,-4.708723,0.1668741,429.7907,33.39146,82.55479,0.485347,172.2616,17.02625,-4.259952,0.1469155,-3.330446,0.1469155,562.3439,18.06135,79.56573,1.294177,168.062,8.534328,-1.35287,0.1134113,-3.692092,0.1134113,682.9237,18.93494,75.04903,2.773514,169.8701,5.047161,-3.697218,0.1212981,-4.75425,0.1212981,882.3074,20.77315,70.93415,3.149756,171.0704,8.632295,-3.166159,0.1364259,-1.916018,0.1364259,247.6087,13.83633,70.56568,1.294248,202.2795,5.949213,-5.527553,0.1238957,-7.682776,0.1238957,1702.911,27.13721,63.76237,8.103173,181.1612,7.893469,-6.933787,0.1346024,-6.142126,0.1346024,1170.454,20.89809,62.67727,3.781432,169.0094,5.101782,-23.93072,0.2301324,-24.2216,0.2301324,3913.488,36.72692,62.16737,15.09675,156.7165,4.355292,-0.9682775,0.0870231,-1.189084,0.0870231,220.9325,15.41562,62.04383,2.1903,149.5608,2.828562,-1.800097,0.1138619,-1.703997,0.1138619,267.0192,13.82636,62.21523,1.957371,257.8988,77.28193,-8.232285,0.1429372,-8.26922,0.1429372,582.1331,11.10654,59.72289,40.98747,261.9428,66.85264,-19.23473,0.197803,-20.65428,0.197803,6727.056,64.98604,59.59459,24.99933,259.9863,77.42803,-8.793872,0.1461979,-9.134768,0.1461979,1755.848,33.49986,59.3961,7.240721,156.332,8.033231,-2.489116,0.1219376,-1.757073,0.1219376,363.2012,16.56958,58.19371,15.78548,151.2738,6.552742,-2.94141,0.1238864,-2.308253,0.1238864,393.1808,16.14789,58.07244,7.967934,135.3544,2.728514,-0.5688,0.08425116,-0.5989044,0.08425116,96.88376,12.92762,54.91296,1.036198,153.3256,803.3011,409.5272,134.9641,0.5937613,139.2483,3914.278,36.72922,17.14076,15.96912,0.5770922
MCG+00-09-042,49.25917,1.255,1237666302165713096,0.00207047081788064,465097024325314560,465097024325314560,147.2522,2.171804,150.5301,1.977484,-18.25945,2.13669,0.2600163,1.855716,-7.63634,3.6259,0,-1,0,-1,157.9721,51.7752,0,1.077136,-4.943495,3.560962,0,-1,0,-1,79.6637,19.84208,70.07941,0.9969372,19.15935,2.985526,-1.367821,0.6090017,-0.3061782,0.6090017,23.64094,7.486775,68.1346,0.7521207,26.6571,2.152654,1.996001,0.3255045,-0.6169578,0.3255045,27.93154,5.529569,65.12157,1.018782,28.9229,2.022119,-0.7801767,0.2876225,-2.304482,0.2876225,53.33402,5.297027,62.33902,1.82993,29.92513,1.956653,-0.5971747,0.3332519,0.4816673,0.3332519,-4.997383,5.544223,62.09832,1.374491,38.22389,1.425903,-0.7230378,0.2021356,-3.649689,0.2021356,152.4843,5.644655,57.34879,3.001622,39.60359,2.001735,-1.944205,0.1931997,-1.592757,0.1931997,59.57832,5.399829,56.57237,0.7252317,39.5108,1.857728,-3.290694,0.1945871,-4.000693,0.1945871,159.758,5.898742,56.2049,1.298577,52.03588,1.418559,-0.2278723,0.1345945,-0.2178736,0.1345945,13.91826,5.27063,63.48853,0.9665461,52.30359,1.583477,-1.264975,0.1305718,-1.221146,0.1305718,68.7502,5.494397,65.65597,0.4180472,55.81054,9.661017,-4.307573,0.1382332,-4.330443,0.1382332,258.028,3.065699,63.44756,2.674938,55.8315,8.432877,-12.76338,0.1771329,-14.86193,0.1771329,793.9728,9.718139,63.31076,8.811647,55.81921,8.704157,-13.9964,0.1837631,-14.12638,0.1837631,778.2722,9.246846,63.11849,1.891611,55.61867,5.311482,-3.485885,0.148907,-3.553193,0.148907,207.929,7.0695,61.90847,1.784344,55.67271,2.337232,-2.928134,0.1409435,-2.857485,0.1409435,160.9401,6.782101,61.78207,0.4674695,55.62786,2.194574,0.03018252,0.09686453,-0.1599341,0.09686453,7.999831,6.284533,58.18779,1.789352,76.82431,228.6193,595.0739,-7.858154,0.03204738,141.9983,156.5562,6.471736,-8.577272,1.008219,0.7570699
MCG+02-21-013,121.1933,10.77667,1237667536920707358,0.00327353430616817,2722457924235454464,2722457924235454464,192.7401,3.616092,225.1407,2.985405,15.01527,3.439195,1.782184,2.991706,11.77542,2.813648,-8.36028,0.7175388,-7.793355,0.7175388,57.12754,10.68723,78.89041,0.7791715,11.89549,2.735729,-8.36028,0.7175388,-7.793355,0.7175388,39.32443,10.39829,78.89324,0.9426581,15.0153,1.70016,-1.890581,0.4144139,-0.9929565,0.4144139,13.93543,4.630711,77.66946,0.862078,20.2501,1.359825,3.047113,0.2343646,1.016051,0.2343646,-8.256091,3.348327,75.2379,2.352744,20.99054,1.137121,1.204468,0.2165216,-0.06455484,0.2165216,14.95809,3.255195,72.41002,1.947043,22.19048,1.092366,-1.319321,0.2510844,-0.6634636,0.2510844,9.87274,3.785747,72.13152,1.158504,28.61114,0.778919,1.390662,0.1449036,-1.059715,0.1449036,41.7731,3.257774,65.78898,1.869664,30.25363,1.793534,-2.160423,0.1507072,-1.754096,0.1507072,53.40122,3.887604,64.50513,0.9706132,30.31586,1.994652,-5.021415,0.1627268,-5.474487,0.1627268,165.9204,4.529951,63.86737,2.408676,44.47144,0.9049273,0.08909529,0.1095906,-0.1647709,0.1095906,11.40591,4.15638,63.78761,22.9151,46.50535,1.151709,-1.646391,0.1098352,-1.50953,0.1098352,74.05206,4.870575,62.45303,0.8293163,50.52385,15.34327,-3.746589,0.1191598,-3.627249,0.1191598,195.5731,2.52752,59.7697,1.932215,50.83578,15.27118,-9.012582,0.143641,-10.98405,0.143641,521.4524,7.997778,59.62227,4.32192,51.25257,15.39912,-10.82019,0.142368,-10.96977,0.142368,589.8936,7.623577,59.37675,3.989686,51.96672,5.695536,-4.041948,0.119628,-4.155893,0.119628,219.8934,6.409045,58.05492,1.001785,52.04728,5.048099,-3.191929,0.1151257,-3.206701,0.1151257,167.6261,6.098727,57.9208,1.024577,53.83538,1.041376,-0.006289337,0.07600623,-0.2044486,0.07600623,14.05374,5.739654,54.44542,0.9830374,215.0797,93.70771,252.9422,-88.82804,0.8567059,217.1654,165.5897,4.892648,40.13205,1.075346,0.7535129
MCG+04-22-042,140.9292,22.90917,1237667254535258208,0.00652167789781702,2578469728628533248,2578469728628533248,500,0,321.6515,1.720309,-22.25611,1.804831,-41.50648,1.814608,462.4837,24.01352,-2.653727,0.08600467,-2.330483,0.08600467,974.9398,74.65298,74.51886,0.4933189,446.0324,32.36409,-2.653727,0.08600467,-2.330483,0.08600467,117.8969,73.25323,74.45342,2.654274,362.6887,54.04955,-2.731461,0.08539063,-1.980493,0.08539063,841.4731,28.99994,71.05849,15.2929,276.919,57.08516,-6.616016,0.09812851,-10.30439,0.09812851,3523.302,30.97804,66.23308,13.34432,256.8362,72.65212,-11.73177,0.1180634,-14.5313,0.1180634,4617.687,34.86425,62.2017,13.1667,253.7117,75.84967,-8.976203,0.1187928,-7.928962,0.1187928,1372.412,25.15602,61.86021,9.259715,266.1793,131.0998,-22.32003,0.1603767,-25.35894,0.1603767,9186.937,50.59948,56.30698,60.38906,232.0581,14.27188,-7.456952,0.1100684,-5.523913,0.1100684,1265.463,26.73146,55.58484,90.59907,206.5586,33.41666,-31.93436,0.2112377,-31.3835,0.2112377,6301.564,43.09517,55.27919,69.3651,169.4367,14.7683,-4.439783,0.08224358,-4.927906,0.08224358,1333.938,18.27257,60.49638,26.68316,151.7859,2.726676,-1.724941,0.09573229,-1.500968,0.09573229,267.3646,16.32147,62.03981,6.563218,239.5068,392.8915,-36.89802,0.2488347,-36.22319,0.2488347,2704.637,28.11749,59.61406,126.6676,248.6134,377.284,-84.48663,0.4447666,-86.1171,0.4447666,30363.64,161.9982,59.46465,78.29763,242.5247,392.4777,-44.04003,0.277382,-44.1827,0.277382,8157.809,84.80875,59.26984,117.7646,168.1452,7.829075,-2.448685,0.1008226,-2.122814,0.1008226,349.4051,21.34612,57.95137,9.918434,160.532,7.144763,-2.493096,0.1016022,-1.956023,0.1016022,367.5298,20.76299,57.8139,9.869103,133.4355,4.657551,-0.7821866,0.07257956,-0.9674115,0.07257956,234.8809,15.80719,53.94115,1.364465,477.0288,888.2592,253.8456,300,1.143438,237.1487,6398.303,43.04117,-47.43636,46.99805,0.46552
MCG+05-28-032,177.1913,29.64111,1237667254012870668,0.00790012936890259,2504054233381234688,2504054233381234688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7446747
MCG+06-24-008,161.2042,38.18111,1237664669511254238,0.00928634151954751,2249710249432868864,2249710249432868864,164.4155,3.491883,231.3213,3.052866,19.80376,3.313289,48.49158,3.208248,15.2443,3.008816,-19.90471,0.7249861,-14.67708,0.7249861,252.9792,15.26957,71.35508,3.369845,15.17568,2.98381,-19.90471,0.7249861,-14.67708,0.7249861,11.01938,14.4439,71.31499,2.042153,16.30954,2.017181,-2.668807,0.4231456,-2.355089,0.4231456,31.29971,5.346957,69.1877,1.042434,24.99621,1.441938,0.8427013,0.2447374,-0.5276247,0.2447374,16.40955,4.084526,65.90503,0.7488626,27.61091,1.784701,-1.161015,0.2241854,-1.407324,0.2241854,37.68309,4.064873,62.88625,0.9372821,28.60606,1.743409,-1.071776,0.2552646,-0.08091933,0.2552646,6.363758,5.007108,62.62555,0.9662367,36.97675,1.442111,-0.5624974,0.1723402,-2.402512,0.1723402,94.35976,4.746597,57.50405,1.350061,38.58592,1.633523,-3.306885,0.1796441,-3.019605,0.1796441,123.1203,6.12962,56.67089,2.061833,38.23362,1.45937,-8.764823,0.2033971,-9.657447,0.2033971,360.0882,7.403188,56.27705,10.75742,46.62184,0.9003197,0.3936965,0.1282011,0.3347526,0.1282011,1.436048,4.750394,61.56544,5.315422,45.7742,1.256349,-1.677321,0.1415242,-1.521588,0.1415242,76.78023,6.251738,62.85247,0.5124055,48.92511,16.45857,-3.431694,0.1461262,-3.346181,0.1461262,207.2968,3.09937,60.18791,1.73733,48.97493,16.40882,-9.874982,0.1782487,-11.71559,0.1782487,506.0747,8.834419,60.04222,10.82552,48.9469,16.54102,-12.12689,0.1902219,-12.17797,0.1902219,625.2551,9.348407,59.8152,10.70892,48.42039,6.855496,-4.333993,0.1578641,-4.491128,0.1578641,230.4284,8.019622,58.39785,2.336158,48.41982,6.889771,-4.540152,0.1581723,-4.581629,0.1581723,211.4119,7.925277,58.25089,2.205316,47.46281,0.985527,0.1761,0.1118411,-0.08732644,0.1118411,12.89617,7.20737,54.16597,0.6817167,143.6362,247.5693,54.17851,-6.695078,0.4757642,251.7092,381.6595,8.109278,116.7179,4.617886,0.7819481
